Unnamed: 0.1,Unnamed: 0,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
15844145,3456703,1257,2011-10-25 16:59:13,2011-01-05 17:10:50,42,1.2 - 3.5 µm,49.45,1.9564,0.022,0.2812,0.1406,0.11232,0.0028,0.4522,0.0,0.0101,0.0113,0.008,0.0,0.224,379.42,28.2838,0.0,0.8978,38.1275,346.0417,1.2935,0.543,3.626,0.4143,0.076,0.0,6.5613,0.0,6.2324,0.0,2.026
9096375,7762038,1012,2010-02-23 03:54:58,2011-01-12 19:44:18,42,3.5 - 10 µm,0.009,1.641,0.0188,0.1054,0.1919,0.25792,1.9377,0.3102,0.8518,0.0,0.0,0.056,0.0,0.231,329.06,17.9395,0.1252,1.1845,0.0048,0.0,0.5679,0.544,0.0,1.5549,0.076,0.031,0.0,0.0,0.0,0.0,0.124
1836195,9457700,1105,2011-11-07 06:13:13,2011-11-15 06:30:00,42,1.2 - 3.5 µm,21.564,1.1411,0.0548,0.0546,0.1406,0.00125,1.9534,0.0006,2.1433,0.0198,0.0042,0.553,0.035,0.363,533.49,165.2186,0.0,0.9573,5.7896,0.0,1.6116,0.388,1.106,0.0,0.0,0.0431,0.0,5.1963,6.2324,0.0,4.66
7835144,7919920,1196,2010-11-18 04:59:19,2010-10-08 11:26:41,42,1.2 - 3.5 µm,26.353,1.1181,0.0303,0.1252,0.0,0.06759,2.3113,0.2488,0.2381,0.0152,0.0,0.365,0.049,0.024,329.06,94.8502,0.8268,0.8978,10.7817,1209.9544,0.0072,0.388,0.542,0.6112,0.0,0.0,1.9148,0.0,0.0,0.0,1.032
4130522,15468067,879,2010-07-06 00:53:02,2010-10-05 02:53:33,42,1.2 - 3.5 µm,49.322,3.4878,0.022,0.0348,0.1406,0.21244,2.6546,0.1925,0.5901,0.0101,0.0,0.151,0.071,0.307,329.06,0.0,0.8268,0.0,0.0048,124.3092,1.041,0.117,0.0,0.1117,0.076,0.0881,1.0535,0.7628,0.0,1.722,1.337
8534445,4652767,1286,2011-09-11 14:05:52,2011-02-17 00:13:19,42,1.2 - 3.5 µm,17.358,1.52,0.022,0.1386,0.0,0.07166,0.0028,0.2339,0.5901,0.0194,0.0,0.0,0.084,0.326,329.06,47.6907,1.0473,0.8978,5.7896,0.0,0.5316,0.388,0.0,0.0,0.0,0.0215,0.0,0.7628,46.3694,0.0,0.0
12092683,1368944,1220,2010-05-04 00:41:07,2010-08-15 00:07:20,42,1.2 - 3.5 µm,10.661,0.0168,0.0279,0.073,0.179,0.25233,1.1023,0.3373,0.6251,0.0093,0.0042,0.219,0.079,0.307,358.51,30.5046,0.4991,0.3736,5.5132,0.0,0.0072,0.547,0.433,0.5836,0.0814,0.0431,11.0392,0.0,6.2324,0.0,1.032
9601656,10469245,971,2010-01-11 22:34:28,2010-12-19 19:42:50,42,0.05 - 0.14 µm,0.009,1.5913,0.0149,0.0935,0.094,0.00125,1.9377,0.1742,0.5901,0.0035,0.0042,0.259,0.008,0.0,236.42,40.4689,0.0257,2.2394,2.1654,0.0,0.3857,0.357,0.456,0.0,0.0,0.0516,11.0917,0.0,0.0,0.0,0.0
1621583,1461076,1025,2012-01-23 17:01:15,2011-02-22 21:52:45,42,0.05 - 0.14 µm,22.16,2.9112,0.022,0.0001,0.0006,0.28245,1.9377,0.0404,0.5901,0.0,0.0,0.0,0.054,0.281,329.06,28.2838,0.8268,0.0,0.0048,1505.0674,0.0072,0.01,0.0,0.5178,0.0,0.0,0.0,0.0,6.2324,0.0,4.388
10594288,13959265,1244,2010-07-22 07:38:19,2010-11-25 23:36:55,42,0.14 - 0.42 µm,45.114,1.2092,0.0,0.0851,0.4107,0.00125,0.2364,0.0702,0.1648,0.0048,0.02,0.0,0.0,0.198,1051.1,49.6362,0.0,1.8238,3.6408,0.0,0.0072,0.01,1.106,0.0,0.0,0.0,23.0158,0.0,0.0,0.0,1.727
16037188,2320623,1335,2012-01-26 00:00:37,2011-07-15 01:42:25,42,0.42 - 1.2 µm,17.358,1.5906,0.0616,0.0447,0.1406,0.28245,0.0028,0.3331,0.0,0.0156,0.0001,0.255,0.0,0.902,1447.11,113.99,2.9501,0.8978,30.799,420.6434,0.8992,0.388,4.887,0.0,0.1067,0.0,5.0209,0.0,6.2324,0.0,1.032
2994846,4916170,1373,2011-10-16 11:19:30,2011-08-20 20:11:01,42,3.5 - 10 µm,29.372,3.5897,0.0558,0.0001,0.1406,0.517,0.0748,0.4734,0.2093,0.0089,0.024,0.619,0.0,0.271,329.06,28.2838,0.8268,0.0,2.8884,346.0417,0.0072,1.049,1.106,0.0,0.076,0.0753,0.0,7.4917,0.0,1.722,4.273
14850357,9431772,1200,2010-04-21 15:04:28,2010-10-24 23:34:32,42,1.2 - 3.5 µm,0.009,2.3688,0.0341,0.0798,0.1406,0.79567,4.0928,0.278,0.5901,0.003,0.0042,0.0,0.109,0.089,0.0,0.0,0.0,2.3668,5.0306,59.6537,0.0072,0.342,0.0,1.1774,0.0484,0.0198,8.1668,1.5946,0.0,3.0154,0.0
7509640,16642279,921,2010-07-06 13:05:02,2010-04-05 15:46:35,42,0.42 - 1.2 µm,28.929,4.182,0.0151,0.1454,0.0253,0.53489,1.9377,0.0006,1.1008,0.0208,0.0065,0.335,0.049,0.086,1786.93,4.7626,0.8268,1.8752,10.6298,0.0,0.2248,0.54,0.35,0.7574,0.0,0.0402,0.0,0.0,6.2324,0.0,0.0
2296737,15148636,1165,2010-09-16 16:58:50,2010-08-27 06:01:05,42,3.5 - 10 µm,17.358,1.1181,0.0,0.0354,0.0503,0.39979,4.2037,0.0006,0.2302,0.0111,0.0042,0.0,0.049,0.307,817.56,28.2838,0.0,0.6475,0.1323,346.0417,0.7652,0.256,0.169,0.0,0.0341,0.0,0.0,0.0,6.2324,0.0,0.0
9359066,15266600,1220,2011-11-07 23:50:49,2011-09-25 17:46:07,42,0.14 - 0.42 µm,26.879,0.0,0.022,0.0499,0.2637,0.28245,1.1205,0.0006,0.8086,0.0301,0.0,0.055,0.15,0.35,0.0,28.2838,0.0,0.0,1.2612,31.6922,1.5133,0.01,0.0,0.0,0.0,0.0,19.6661,0.7628,10.3074,4.2141,2.698
3773744,12667726,1044,2010-01-16 08:37:20,2010-06-07 10:22:21,42,0.14 - 0.42 µm,0.009,0.7969,0.0152,0.0437,0.2458,0.04711,5.6001,0.147,1.1179,0.008,0.0042,0.401,0.058,0.007,747.43,28.2838,1.55,1.7334,8.4542,1213.3216,0.3857,0.388,1.106,0.1243,0.0,0.0956,5.2887,0.0,0.0,1.9892,0.0
16117718,6740849,1108,2010-10-26 21:46:59,2010-09-06 17:23:23,42,0.05 - 0.14 µm,0.009,1.6328,0.022,0.0156,0.1329,0.28245,6.3755,0.0304,0.3831,0.0074,0.0044,0.0,0.049,0.0,806.87,28.2838,1.2858,0.3376,5.7896,0.0,0.0072,0.388,0.871,0.5178,0.0647,0.1285,0.0,2.1261,4.0155,0.0,0.0
9695536,3419998,1187,2012-02-14 17:29:38,2011-11-18 14:26:11,42,3.5 - 10 µm,17.358,0.0,0.0244,0.0521,0.0,0.00125,0.0028,0.1917,0.5901,0.0101,0.0042,0.442,0.0,0.626,928.04,28.2838,0.0,0.8978,5.7896,346.0417,0.0072,0.477,1.406,0.5178,0.0,0.0431,0.0,0.0,0.0,1.722,2.743
16112940,9855904,1220,2010-01-19 07:51:02,2010-06-17 04:39:21,42,1.2 - 3.5 µm,47.743,3.2065,0.0093,0.0546,0.064,0.19229,4.214,0.1917,0.0225,0.0245,0.0,0.327,0.071,0.307,406.47,0.0,0.8268,0.123,5.7896,0.0,0.5151,0.299,0.0,0.7731,0.0,0.1512,5.0209,0.0,11.9065,3.1271,0.0
10721917,12699950,1220,2011-11-17 09:21:23,2011-03-21 02:58:10,42,0.42 - 1.2 µm,17.358,0.1912,0.0105,0.0546,0.2029,0.19572,1.9377,0.5456,0.2077,0.0071,0.0011,0.236,0.049,0.017,886.18,28.2838,0.0,0.8978,2.2888,1357.8344,0.0072,0.388,0.0,0.351,0.1053,0.0431,0.0,0.7628,33.3446,8.8071,2.811
3824315,9461108,1313,2011-11-10 01:37:25,2010-10-05 23:57:30,42,1.2 - 3.5 µm,17.358,1.4965,0.0372,0.0001,0.0,0.43931,1.9377,0.3924,0.9677,0.0415,0.0082,0.118,0.0,0.0,0.0,28.2838,0.0,0.8978,3.7361,2061.1067,0.7461,1.676,1.627,2.1333,0.0,0.2932,0.0,1.0072,6.603,4.6407,0.095
14843242,5100816,1220,2010-01-18 16:57:28,2010-02-10 12:06:13,42,0.42 - 1.2 µm,48.343,1.0001,0.0,0.0672,0.1332,0.23871,2.1511,0.0006,1.215,0.0042,0.0042,0.259,0.018,0.0,329.06,34.6918,0.0,0.0,5.7896,507.1913,0.1158,0.388,0.766,0.0,0.076,0.0431,5.0209,0.6086,8.4727,0.0,0.0
4525058,11531787,1409,2011-12-20 20:49:14,2010-01-25 06:46:52,42,0.42 - 1.2 µm,17.358,1.1181,0.0597,0.0001,0.0786,0.28245,3.3244,0.8746,0.5901,0.0101,0.0,0.259,0.0,0.048,1145.27,19.0274,0.0738,0.8978,0.0048,0.0,1.5167,0.388,1.106,0.5178,0.0967,0.0368,12.8859,1.7446,6.2324,12.1227,4.889
6855564,9961217,1554,2011-08-25 04:48:02,2011-01-12 00:42:04,42,1.2 - 3.5 µm,23.971,2.5739,0.0735,0.0546,0.2107,0.15633,0.0028,0.1917,0.4147,0.0,0.0058,0.0,0.049,0.514,0.0,28.2838,1.3541,0.0,5.7896,1348.2088,0.0072,0.388,0.156,0.5178,0.0,0.1148,1.0665,0.4799,0.0,1.722,1.032
3960172,1161844,1220,2012-01-25 15:18:40,2011-05-04 23:01:03,42,3.5 - 10 µm,116.699,1.1181,0.0,0.0001,0.0,0.00125,0.1342,0.1917,1.3907,0.0187,0.0042,0.29,0.049,0.0,329.06,0.0,0.8268,0.8978,5.7896,2136.8042,1.2082,0.01,0.56,0.4639,0.076,0.0,0.0,0.7628,12.1938,0.0,2.542
1058739,8612523,1370,2010-09-26 11:41:16,2011-04-19 07:44:27,42,1.2 - 3.5 µm,17.358,1.1181,0.0143,0.0001,0.0,0.35469,4.6248,0.2054,0.8661,0.0158,0.0027,0.234,0.024,0.646,329.06,0.0,0.8268,0.8566,8.0997,463.7366,0.0072,0.164,0.927,0.7001,0.1148,0.0431,10.0441,2.1821,6.2324,0.0,0.159
9263454,16562100,1206,2011-01-14 18:20:04,2011-02-17 00:13:19,42,3.5 - 10 µm,50.971,1.6131,0.0489,0.092,0.0329,0.38452,1.9377,0.1917,0.2206,0.0101,0.0118,0.498,0.058,0.307,456.53,0.0,0.0,0.0,13.6422,0.0,0.3857,0.087,0.0,0.1885,0.0,0.0669,0.2919,0.0,0.0,0.0,0.059
885036,1149943,1248,2010-07-05 03:51:02,2011-02-17 00:13:19,42,1.2 - 3.5 µm,17.358,1.1181,0.0127,0.0001,0.1406,0.28245,3.3474,0.1917,0.036,0.0,0.0071,0.0,0.049,0.152,27.53,132.9035,1.2789,0.2073,0.0048,346.0417,0.0072,0.76,1.719,0.0,0.0,0.0,1.2152,0.3681,6.2324,0.0,0.0
10951338,10313616,1179,2010-03-08 18:17:24,2010-06-08 21:06:41,42,1.2 - 3.5 µm,8.945,0.8055,0.0171,0.0493,0.2572,0.31115,4.6516,0.2767,0.4065,0.001,0.0042,0.259,0.025,0.029,374.76,0.0,0.0,2.0657,5.7896,0.0,0.0072,0.298,1.265,0.4327,0.076,0.1286,8.7252,0.0,6.2324,5.903,1.744
13547122,2250441,946,2010-01-12 21:06:28,2011-02-10 23:05:34,42,3.5 - 10 µm,4.782,1.5325,0.0197,0.0254,0.1406,0.00125,2.7467,0.2017,1.2499,0.0078,0.0,0.0,0.0,0.0,156.95,0.0,0.9756,1.5559,0.0048,662.742,0.0072,0.638,0.608,0.5178,0.0,0.0,0.0,0.0,6.2324,1.722,0.0
4241952,7790681,1235,2011-10-09 12:08:14,2010-12-28 15:55:01,42,0.14 - 0.42 µm,17.358,0.0983,0.1063,0.0051,0.1082,0.69698,1.9377,0.1917,0.5901,0.0054,0.0,0.0,0.026,1.016,0.0,197.4607,1.7356,3.3786,3.1872,866.1407,0.1522,0.745,3.512,2.2091,0.0,0.0431,7.8604,0.0,0.0,0.0,1.032
7054137,5061721,1079,2011-12-26 04:33:17,2010-10-03 01:28:32,42,0.05 - 0.14 µm,17.358,1.4085,0.022,0.0416,0.0675,0.28245,0.0028,0.1917,0.0,0.0123,0.0,0.062,0.049,0.0,329.06,124.1214,0.0986,0.0,0.0048,0.0,0.0072,2.004,0.0,3.2842,0.1146,0.0431,16.3905,4.1691,6.2324,0.0,2.781
8682947,16395742,1548,2012-01-17 22:37:01,2010-05-29 02:50:30,42,0.42 - 1.2 µm,17.358,0.4402,0.0,0.0546,0.1406,1.10214,0.1327,0.1917,1.5231,0.0186,0.018,0.261,0.056,0.307,546.69,15.0029,2.7104,0.2665,26.2513,0.0,0.0072,0.01,1.572,0.5178,0.1538,0.2416,21.7059,0.7628,11.8565,0.0,4.804
8272271,1281877,1220,2010-01-12 17:08:46,2010-09-12 17:13:37,42,3.5 - 10 µm,19.303,1.2879,0.0119,0.1277,0.1948,0.33994,8.0264,0.2459,0.1873,0.0108,0.0231,0.265,0.051,0.0,439.84,0.0,0.0,1.9042,6.152,0.0,0.0072,0.133,0.0,0.0,0.0,0.0403,2.3999,0.0,6.2324,0.0,1.713
7656095,5552777,1100,2012-02-17 10:54:22,2011-07-26 20:58:18,42,1.2 - 3.5 µm,47.391,0.4945,0.0,0.0546,0.1894,0.28245,2.615,0.0082,1.0758,0.016,0.0042,0.169,0.0,0.051,0.0,75.0215,0.8268,0.0,39.1649,0.0,0.9007,0.01,1.615,0.8002,0.5766,0.1494,10.5151,7.779,0.0,0.0,2.986
9061838,4440797,1220,2011-05-04 21:53:05,2011-07-05 04:43:07,42,3.5 - 10 µm,17.358,1.1181,0.0,0.0867,0.1406,0.00125,0.0028,0.1917,0.2646,0.0405,0.0039,0.14,0.0,0.237,1268.62,156.4175,0.3022,2.8504,5.7896,0.0,0.0072,0.01,3.601,0.5178,0.076,0.0,3.7301,0.0,27.238,1.722,0.0
7944103,4134675,1227,2011-12-06 18:25:43,2012-02-17 12:12:00,42,0.05 - 0.14 µm,17.358,0.0,0.0342,0.0546,0.0,1.04239,3.4664,0.4763,0.0,0.0253,0.0042,0.0,0.049,0.517,0.0,6.3456,0.2584,7.157,5.7896,346.0417,0.3857,0.825,1.106,0.5178,0.5428,0.019,24.4835,0.7628,0.0,0.0,2.18
7534566,6698631,1218,2010-03-12 04:15:40,2011-02-15 03:48:36,42,0.14 - 0.42 µm,17.358,0.0,0.022,0.0734,0.066,0.22368,1.9377,0.0857,0.0,0.002,0.0042,0.0,0.041,0.088,945.63,0.0,0.8268,0.7444,0.4507,914.7819,0.3642,0.849,1.246,0.2624,0.0,0.056,3.1015,1.3002,6.2324,0.6063,1.032
12891073,10787030,1220,2010-02-20 17:17:51,2011-05-24 14:15:25,42,0.05 - 0.14 µm,17.358,0.0,0.0327,0.0546,0.2188,0.50039,3.0495,0.3015,0.408,0.0089,0.022,0.488,0.054,0.307,560.75,0.0,1.1186,2.8053,0.0048,0.0,0.0072,0.039,0.0,0.5178,0.0771,0.0949,7.2767,0.0,0.0,0.1508,1.266
15073613,4230149,1236,2012-01-10 17:48:21,2011-01-13 04:40:15,42,0.14 - 0.42 µm,6.169,0.3175,0.022,0.0082,0.0333,0.24932,1.9377,0.1917,0.9138,0.0163,0.0046,0.137,0.049,0.519,329.06,150.932,0.9743,0.8978,0.0048,464.5302,0.0072,1.073,0.0,2.8457,0.0,0.0431,5.0209,0.0,19.6622,6.1225,1.032
1663563,15881652,1288,2010-05-21 19:15:22,2011-03-28 14:39:58,42,0.05 - 0.14 µm,17.358,0.0,0.022,0.0424,0.2899,0.13948,1.9377,0.1979,1.1854,0.0,0.0,0.0,0.0,0.317,329.06,28.2838,0.0,1.4963,0.0048,346.0417,0.0072,0.388,0.0,0.3462,0.0056,0.0147,2.8068,0.0,6.8544,1.722,0.0
7654790,14498872,1020,2010-01-19 13:27:53,2010-08-02 10:00:01,42,0.14 - 0.42 µm,15.336,0.1218,0.0284,0.1215,0.1431,0.19808,1.9377,0.1917,0.7389,0.0013,0.0042,0.259,0.0,0.0,363.7,3.0436,0.1164,3.2782,3.0152,88.3112,0.0072,0.454,0.755,0.5178,0.076,0.0497,0.0,0.0,4.7051,4.1047,2.168
6949660,11646363,1247,2010-06-12 05:30:39,2010-01-12 17:16:00,42,0.42 - 1.2 µm,17.358,2.4126,0.022,0.118,0.3581,0.28774,2.2493,0.1263,1.7656,0.0034,0.0042,0.0,0.049,0.052,159.86,50.1625,0.9051,0.6863,0.0048,839.7893,0.0072,0.985,0.6,0.0,0.076,0.0,0.0,0.1579,0.0,2.1046,3.882
15017607,11966709,1220,2011-10-27 02:43:13,2011-03-27 05:01:29,42,0.14 - 0.42 µm,18.613,1.8335,0.0347,0.0001,0.3155,0.58489,0.2032,0.1013,0.4266,0.0216,0.0268,0.259,0.046,0.307,791.77,50.1948,0.8268,1.0208,4.1015,0.0,0.7511,0.274,2.664,1.5163,0.0847,0.0431,0.0,0.0,22.6934,1.5477,2.664
7327571,8477980,1051,2010-01-12 20:07:57,2011-02-17 00:13:19,42,0.14 - 0.42 µm,17.358,3.9014,0.0212,0.0546,0.4554,0.0801,2.036,0.1311,0.6843,0.0101,0.01,0.0,0.073,0.338,84.93,3.1003,1.6892,0.8613,5.7896,0.0,0.0072,0.035,0.153,0.0,0.0,0.0,0.0,0.0,16.9204,0.0,0.0
9403690,15476711,1447,2012-02-20 11:58:00,2012-02-12 07:52:33,42,0.14 - 0.42 µm,0.009,0.0,0.0,0.0385,0.4311,0.28245,0.0028,0.0006,0.2666,0.0101,0.0042,0.259,0.049,0.307,329.06,0.0,0.0,0.8978,16.2673,346.0417,1.1869,1.314,0.0,0.2555,0.5037,0.0824,5.243,0.7628,0.0,4.4304,6.019
8974563,12843882,1261,2012-02-20 03:55:58,2010-09-15 13:56:56,42,0.14 - 0.42 µm,0.009,2.0915,0.022,0.0001,0.0597,0.00125,0.0028,0.2172,1.7225,0.0101,0.0055,0.003,0.045,0.093,329.06,30.3888,0.0,3.8997,0.0048,1923.4501,0.7528,0.01,0.0,3.0082,0.2728,0.1559,1.0627,8.4729,10.8988,0.0,1.144
5435141,12534943,1220,2012-02-04 12:15:41,2010-12-28 04:25:15,42,0.05 - 0.14 µm,0.009,1.1181,0.0424,0.0001,0.2994,0.07513,1.1705,0.148,0.4975,0.0119,0.0173,0.0,0.017,0.262,286.3,0.0,0.8268,0.8978,0.0048,2761.7357,0.0072,1.798,2.464,2.3933,0.0639,0.0431,0.0,0.7842,0.9126,3.9935,1.032
1816032,15863117,1177,2010-11-15 02:53:21,2011-02-24 11:14:04,42,0.14 - 0.42 µm,0.009,1.3032,0.022,0.0546,0.1406,0.00125,2.4931,0.1123,1.5782,0.0227,0.0,0.169,0.121,0.307,0.0,130.7794,1.6465,3.3418,0.0048,0.0,0.7479,0.019,0.43,0.0,0.0366,0.1422,17.9027,0.8699,16.6813,6.8656,1.032
14034335,13200261,1554,2011-07-27 05:23:26,2010-03-26 10:03:01,42,0.14 - 0.42 µm,18.551,0.9062,0.0202,0.1017,0.0,0.30357,4.0846,0.3605,1.1217,0.0,0.012,0.389,0.043,0.403,1294.77,44.8506,0.0,3.287,0.0048,621.5668,0.0072,0.01,0.0,0.5178,0.281,0.0065,17.3639,5.6074,0.0,0.0,1.032
1551090,4343948,1109,2010-05-17 10:23:04,2011-04-06 17:44:39,42,0.14 - 0.42 µm,17.68,2.2265,0.0168,0.0001,0.1619,0.14924,1.9377,0.2727,0.0031,0.0013,0.012,0.157,0.066,0.0,472.16,28.2838,1.2243,0.8978,7.4876,666.0588,0.0072,0.754,0.0,0.0,0.0,0.0087,7.2539,1.1309,6.2324,0.0,0.0
13719613,12847091,1091,2010-07-02 06:47:13,2011-03-23 05:44:00,42,1.2 - 3.5 µm,19.919,0.9887,0.0358,0.0442,0.1406,0.28245,4.4105,0.2873,1.0482,0.0188,0.0,0.129,0.043,0.0,930.51,28.2838,1.0908,2.3567,15.495,77.0297,0.0568,0.01,0.0,0.5178,0.1084,0.027,11.0782,0.0,0.0,1.722,0.994
14948242,9254211,1220,2012-02-12 23:10:26,2011-08-06 18:31:25,42,1.2 - 3.5 µm,70.66,0.0362,0.022,0.0546,0.2955,0.08554,1.0328,0.2973,1.1409,0.0,0.0,0.259,0.049,0.928,0.0,0.0,0.0,0.8978,25.2101,1378.112,0.5664,0.588,0.132,0.1618,0.076,0.0431,13.2422,0.7628,31.6628,14.4109,0.0
487334,3437475,1098,2010-09-19 14:03:21,2010-08-27 22:04:01,42,0.14 - 0.42 µm,19.345,4.1374,0.0,0.0471,0.2538,0.25371,1.9377,0.6133,0.5901,0.0165,0.0042,0.381,0.032,0.151,136.54,28.2838,0.8268,0.1113,0.0048,0.0,0.4938,0.307,1.74,1.8602,0.2587,0.0866,1.6333,0.7596,6.6675,5.1256,0.574
15356611,1749151,1099,2010-03-09 19:51:54,2011-06-29 23:18:44,42,1.2 - 3.5 µm,22.074,1.9422,0.0122,0.0818,0.077,0.29143,1.9377,0.2593,1.0789,0.01,0.0063,0.0,0.017,0.093,329.06,43.2399,1.0818,1.2244,0.0048,346.0417,0.7046,0.388,0.0,0.0,0.0466,0.0911,0.0,0.4503,6.2324,3.9243,2.968
13974302,10403510,1266,2011-08-06 19:05:23,2012-02-15 03:12:31,42,0.05 - 0.14 µm,17.358,1.0609,0.022,0.0701,0.0853,0.43542,0.5012,0.2466,1.1573,0.0,0.0042,0.0,0.102,0.259,329.06,119.7168,1.6318,1.4296,38.99,1189.6983,0.3857,0.388,1.688,0.1006,0.2119,0.0968,25.4646,0.0,7.1888,0.0,4.043
8004618,14704006,1154,2010-04-21 13:03:46,2010-06-30 04:36:29,42,1.2 - 3.5 µm,10.1,0.3354,0.0167,0.0745,0.3975,0.24594,2.1494,0.1917,0.5818,0.0007,0.0132,0.491,0.049,0.29,253.4,92.2007,0.0,0.8978,5.7896,0.0,0.3857,0.388,1.106,0.5178,0.0987,0.0,7.8235,0.7628,0.0,0.8568,1.268
14970681,3515768,1109,2010-10-12 22:56:16,2011-02-23 15:06:33,42,0.05 - 0.14 µm,29.144,1.797,0.0155,0.1083,0.0536,0.28245,2.0785,0.1917,0.5901,0.0101,0.0037,0.796,0.0,0.465,543.36,40.3687,2.3055,0.8978,26.1076,0.0,0.3305,0.889,0.293,0.8999,0.076,0.0,27.4985,0.0,0.0,2.5308,0.0
13030199,1838458,1264,2011-04-21 21:40:02,2011-01-21 00:47:05,42,3.5 - 10 µm,0.009,1.1855,0.0,0.1436,0.202,0.60622,0.0028,0.13,0.1626,0.016,0.0146,0.0,0.087,0.296,0.0,120.688,0.0906,0.0,3.525,206.9694,0.0072,0.42,0.0,1.7365,0.076,0.0354,0.0,0.0,0.0,1.722,0.721
5687661,13091289,1276,2012-02-20 11:58:00,2011-10-02 01:37:36,42,0.05 - 0.14 µm,0.009,1.1181,0.0,0.0581,0.0,0.47854,1.9377,0.1917,0.7674,0.0063,0.0259,0.0,0.088,0.0,0.0,28.2838,0.0,0.9136,22.2562,346.0417,0.0918,0.388,2.74,0.201,0.2952,0.0,5.0209,0.7628,39.1973,1.722,1.032
6809554,908859,1354,2011-10-01 00:02:23,2010-10-30 17:43:07,42,0.42 - 1.2 µm,17.358,1.4009,0.0091,0.0001,0.0762,0.71835,1.9377,0.1917,0.4782,0.0061,0.0082,0.259,0.0,0.533,0.0,216.214,0.0,0.9828,5.7896,808.5408,0.3857,0.388,0.0,0.3643,0.076,0.0,0.0,2.4566,6.2324,3.1075,2.194
9977431,7083112,1071,2010-10-18 00:02:03,2011-04-09 12:31:24,42,1.2 - 3.5 µm,45.23,1.9959,0.0295,0.0673,0.1406,0.4072,3.6117,0.2698,1.2285,0.0027,0.0023,0.727,0.037,0.232,462.43,0.0,1.2793,0.8978,15.1486,614.1674,0.9502,0.556,0.794,0.3182,0.2072,0.1591,2.1735,0.3319,0.0,7.1998,0.0
9520543,8480817,1220,2012-02-20 09:22:58,2011-02-21 08:11:58,42,1.2 - 3.5 µm,4.691,2.9829,0.022,0.1503,0.1406,0.73084,1.9377,0.1917,0.5901,0.0101,0.0,0.259,0.0,0.762,0.0,28.2838,0.0,4.4808,0.0048,1653.005,0.4252,0.207,1.106,2.905,0.1681,0.0431,7.1693,0.0,32.5577,14.664,0.063
8258701,10824868,1099,2010-05-01 23:49:28,2011-02-22 11:07:24,42,1.2 - 3.5 µm,17.358,0.4346,0.022,0.0332,0.2327,0.46506,4.3184,0.0965,0.9467,0.0101,0.0042,0.201,0.0,0.371,329.06,0.0,0.7582,1.2254,12.2299,0.0,0.0072,0.456,0.269,0.5178,0.1178,0.1181,2.571,1.6031,6.2324,1.722,1.161
32093,2835986,1184,2010-02-06 15:58:05,2010-01-12 17:16:00,42,1.2 - 3.5 µm,17.358,1.2634,0.0081,0.0738,0.1181,0.52975,1.9377,0.1801,0.6501,0.0,0.0042,0.259,0.043,0.036,387.52,0.0,1.1201,0.8834,10.8239,488.1951,0.0072,0.01,0.727,1.3058,0.0,0.0,0.0,0.0,6.2324,1.722,0.244
10315254,11271422,1102,2010-08-29 00:54:17,2011-02-17 00:13:19,42,1.2 - 3.5 µm,6.15,2.7131,0.0003,0.0546,0.1067,0.37202,2.3636,0.0006,0.5901,0.0,0.0,0.064,0.121,0.233,182.47,0.0,2.7896,0.8978,4.9529,0.0,0.0072,0.234,0.144,0.5178,0.0,0.0115,0.0,0.0,0.0,3.9112,0.594
8014793,10525501,1097,2011-04-14 19:12:37,2010-08-04 06:24:05,42,0.14 - 0.42 µm,0.009,1.1181,0.0,0.129,0.4032,0.66571,1.9377,0.2264,1.193,0.0237,0.0,0.01,0.049,0.795,329.06,68.5518,2.8048,0.9412,22.7539,0.0,0.339,0.154,1.106,0.5178,0.2297,0.224,0.0,5.923,25.76,1.0422,1.032
5711127,15020491,1031,2010-01-11 16:37:15,2011-07-28 15:24:51,42,1.2 - 3.5 µm,17.358,1.8574,0.0155,0.1306,0.3698,0.25921,7.273,0.007,0.0,0.0101,0.0,0.0,0.064,0.145,441.91,0.0,1.0379,0.0305,13.5642,0.0,0.2676,0.406,0.223,0.0,0.0,0.086,0.0,0.0,0.0,3.0908,1.032
6278801,11658744,1142,2011-12-26 22:03:33,2011-07-01 22:01:04,42,0.14 - 0.42 µm,49.97,1.6004,0.022,0.0546,0.1406,0.45731,0.0028,0.2525,1.1321,0.0,0.0042,0.137,0.0,0.307,1131.28,0.0,0.8268,0.8978,5.7896,289.5645,0.0072,0.761,1.747,0.0,0.1982,0.0,2.9865,7.7985,0.0,1.722,0.0
