No,Date/Time,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3],Duration,Date/time end
762446,2010-01-17 01:50:24,42,0.05 - 0.14 µm,0.035,0.0013,0.0,0.0003,0.0007,0.04131,0.0051,0.0061,0.0055,0.0017,0.0001,0.019,0.035,0.011,0.08,0.0142,0.0188,0.0246,0.0062,0.0006,0.0591,0.063,0.149,0.0028,0.0832,0.0014,0.0,0.0017,0.0036,0.0,0.035,193394.0,2010-01-19 07:33:38
3316930,2012-02-02 16:16:11,42,0.42 - 1.2 µm,2.857,0.0209,0.0,0.0003,0.001,0.54021,0.091,0.0896,0.0402,0.0015,0.0019,0.149,0.002,0.08,732.69,34.0499,0.2739,1.5119,3.2036,672.2871,0.0291,0.028,2.225,0.3571,0.0015,0.0002,5.9823,0.0486,46.7302,3.4326,0.046,54899.0,2012-02-03 07:31:10
15168735,2010-07-11 15:10:07,42,0.05 - 0.14 µm,0.136,0.0155,0.0002,0.0003,0.0001,0.00585,0.0156,0.0044,0.01,0.0,0.0021,0.14,0.045,0.168,0.28,0.0082,0.0098,0.0114,0.0094,0.0023,0.0124,0.024,0.173,0.0021,0.0217,0.0,0.0003,0.0011,0.0027,0.0,0.003,81916.0,2010-07-12 13:55:23
10414626,2010-10-09 19:20:25,42,1.2 - 3.5 µm,5.491,0.3171,0.0082,0.0017,0.1996,0.00513,0.4821,0.216,0.3074,0.0292,0.0015,0.165,0.053,0.251,50.8,1.2928,0.1166,0.2241,0.0411,7.2771,1.6684,0.563,1.077,0.1683,0.0054,0.0166,0.2166,0.0041,0.0027,0.0175,0.003,5508.0,2010-10-09 20:52:13
15225189,2012-02-08 09:58:38,42,0.42 - 1.2 µm,3.908,0.2665,0.095,0.0053,0.0544,0.06807,0.2482,0.0754,0.6119,0.0037,0.0032,0.081,0.092,0.139,3.74,1.1136,0.2647,0.0133,7.3118,1.4717,0.1194,0.025,0.078,0.0191,0.0919,0.0089,0.0811,0.0026,0.0094,0.0186,0.015,0.0,2012-02-08 09:58:38
6644233,2010-03-04 00:34:27,42,0.42 - 1.2 µm,20.689,0.2531,0.026,0.0003,0.1638,0.03477,0.218,0.0587,0.2647,0.0067,0.0002,0.158,0.119,0.308,20.26,7.2982,0.1095,0.4397,5.8172,36.2153,0.097,0.079,0.547,0.0424,0.0234,0.0006,0.4339,0.025,52.0418,1.0116,0.475,122601.0,2010-03-05 10:37:48
38747,2011-09-10 14:37:35,42,0.14 - 0.42 µm,11.749,0.0455,0.0346,0.0024,0.0213,0.19499,0.0471,0.0311,0.6691,0.03,0.0003,0.537,0.039,0.565,383.7,14.9484,1.2565,4.2783,1.6267,314.7611,0.5668,0.055,2.53,2.2394,0.0167,0.0348,11.5436,3.9344,108.0066,2.6986,0.547,62594.0,2011-09-11 08:00:49
15679882,2010-04-25 12:34:42,42,3.5 - 10 µm,9.983,0.9449,0.0066,0.0129,0.032,0.25082,1.7418,0.264,1.7564,0.0075,0.0004,0.073,0.032,0.113,212.67,4.2236,1.6345,0.4411,5.577,272.7943,0.9062,0.869,0.942,0.8572,0.0118,0.115,3.0027,0.3047,0.6588,0.1698,0.006,17373.0,2010-04-25 17:24:15
16303996,2011-11-26 04:27:11,42,0.42 - 1.2 µm,23.543,0.8854,0.0079,0.0146,0.0742,0.24494,1.5548,0.3809,0.7865,0.0215,0.0022,0.817,0.014,1.034,241.11,31.4244,0.2085,1.3668,4.2365,274.2377,0.3988,0.117,0.613,0.3466,0.0018,0.0397,5.8871,1.2735,0.0024,1.313,0.02,0.0,2011-11-26 04:27:11
10851523,2011-03-25 16:17:30,42,1.2 - 3.5 µm,7.131,0.9974,0.0043,0.0064,0.1838,0.7846,2.3325,0.356,0.2983,0.0023,0.0004,0.046,0.073,0.167,65.18,2.8665,0.0598,0.6434,4.1056,63.7034,0.0135,0.044,0.664,0.0364,0.0018,0.0388,1.0644,0.1052,0.2062,0.0018,0.032,53790.0,2011-03-26 07:14:00
13324373,2012-02-08 20:33:37,42,1.2 - 3.5 µm,0.409,0.0239,0.0022,0.0007,0.0139,0.03741,0.011,0.2397,0.0269,0.0066,0.0001,0.018,0.02,0.071,93.15,2.0395,0.0681,0.0725,18.794,25.2692,0.0352,0.183,0.685,0.0116,0.6334,0.1707,0.115,0.0312,1.7746,0.0,0.003,0.0,2012-02-08 20:33:37
7605037,2010-01-11 22:39:18,42,3.5 - 10 µm,64.082,5.6638,0.0001,0.1168,0.6585,0.81553,11.5085,1.2862,0.9175,0.0183,0.0022,0.195,0.016,0.143,1152.69,48.808,0.6417,0.6131,59.8735,1178.2484,0.4505,0.741,3.523,0.2769,0.0352,0.3429,15.4136,1.5233,62.7568,0.6202,1.136,261180.0,2010-01-14 23:12:18
15699457,2011-11-29 13:28:24,42,0.05 - 0.14 µm,1.458,0.1142,0.0173,0.0061,0.09,0.26518,0.3884,0.0168,0.3664,0.0005,0.0056,0.13,0.101,0.233,86.56,4.2201,0.1091,0.3418,0.5478,103.5657,0.0966,0.281,0.788,0.0743,0.2431,0.0036,0.7622,0.1659,0.0024,0.0353,0.003,0.0,2011-11-29 13:28:24
2842885,2010-03-20 01:37:59,42,1.2 - 3.5 µm,5.432,1.7391,0.0003,0.0019,0.1568,0.06541,2.312,0.0213,0.2762,0.0002,0.0014,0.017,0.022,0.028,15.79,0.1658,0.0438,0.137,0.7848,2.989,0.0363,0.024,0.182,0.0293,0.002,0.0033,0.8034,0.0104,0.2323,0.0066,0.799,65077.0,2010-03-20 19:42:36
232428,2011-10-15 11:53:35,42,0.14 - 0.42 µm,6.341,0.0445,0.0042,0.0003,0.0271,0.25603,0.0505,0.0099,0.2845,0.0039,0.0012,0.312,0.245,0.602,242.55,2.6772,0.3542,0.747,0.0419,274.1155,0.0847,0.221,1.817,1.4936,0.0019,0.0121,3.9275,0.4145,2.3415,1.4896,0.751,0.0,2011-10-15 11:53:35
4826026,2010-04-30 23:06:22,42,0.05 - 0.14 µm,0.108,0.0042,0.0011,0.0003,0.0014,0.06277,0.0062,0.0022,0.0984,0.0004,0.0,0.066,0.002,0.05,4.91,0.0933,0.0682,0.3178,0.313,0.1647,0.1027,0.395,1.132,0.0718,0.0766,0.0066,0.05,0.0016,1.6549,0.0,0.003,135323.0,2010-05-02 12:41:45
5405276,2010-11-28 11:29:00,42,0.14 - 0.42 µm,1.392,0.3278,0.0064,0.0003,0.0616,0.08504,0.5457,0.0399,0.0363,0.0022,0.0026,0.341,0.073,0.374,27.61,2.1462,0.4853,0.4807,0.0806,5.3196,0.0782,0.036,0.496,0.0136,0.1801,0.0006,0.0722,0.0229,0.0034,0.0001,0.004,48012.0,2010-11-29 00:49:12
8624775,2010-01-11 18:43:54,42,3.5 - 10 µm,47.378,7.7948,0.0183,0.003,0.7071,0.11716,16.5691,0.7156,1.6226,0.0111,0.0092,0.202,0.028,0.204,198.64,5.6659,0.5038,0.8782,4.8739,33.5232,0.0564,0.345,0.341,0.0101,0.091,0.0023,4.6819,0.718,0.0992,0.2069,0.048,183906.0,2010-01-13 21:49:00
10214954,2012-02-20 11:58:00,42,0.14 - 0.42 µm,4.344,0.3413,0.0158,0.0031,0.0105,0.94901,0.4316,0.0296,0.7124,0.0036,0.0014,0.155,0.019,0.165,40.31,8.4368,0.2813,0.875,0.3008,19.8264,0.1077,0.065,0.478,0.3574,0.0035,0.0029,0.316,0.0391,0.0028,0.0007,0.003,0.0,2012-02-20 11:58:00
12006397,2011-12-16 22:05:56,42,1.2 - 3.5 µm,32.392,0.7324,0.0026,0.0036,0.0493,0.28666,1.3356,0.3215,0.3541,0.0195,0.0009,0.576,0.001,0.491,381.06,29.341,1.3632,0.6292,1.2786,297.6806,0.5945,0.145,1.063,0.4493,0.0027,0.0973,6.1573,1.4289,140.8427,2.5703,1.348,0.0,2011-12-16 22:05:56
9673222,2011-02-23 22:51:07,42,3.5 - 10 µm,57.37,3.691,0.0102,0.0092,0.169,0.21407,6.3517,0.4177,1.0904,0.0161,0.0076,0.356,0.039,0.144,680.51,64.2188,1.1706,1.7044,7.2596,499.2164,0.5737,0.076,0.781,0.6199,0.0171,0.1469,11.765,1.3756,0.3158,1.9585,0.364,147326.0,2011-02-25 15:46:33
3338732,2012-02-16 04:18:55,42,0.14 - 0.42 µm,5.819,0.1674,0.0029,0.0003,0.0456,0.30813,0.6529,0.0735,0.1521,0.0174,0.0012,0.41,0.015,0.509,247.94,9.6133,0.7078,1.9086,0.3373,344.0035,0.8943,0.388,0.746,0.5459,0.0049,0.0002,6.1669,1.7372,0.0087,0.6688,0.008,0.0,2012-02-16 04:18:55
11268754,2010-04-19 00:13:32,42,1.2 - 3.5 µm,11.725,3.2817,0.0078,0.1571,0.3325,0.35637,6.4197,0.2856,0.9123,0.0212,0.0089,0.429,0.459,0.62,233.45,36.6588,0.0085,0.2275,13.0161,97.4911,0.0248,0.357,2.618,0.1042,0.0026,0.0046,2.2608,0.4722,0.0024,0.0118,0.004,114906.0,2010-04-20 08:08:38
10253237,2010-02-12 10:11:54,42,0.42 - 1.2 µm,6.742,1.0938,0.0,0.0068,0.0614,0.1389,1.4804,0.1285,0.2229,0.0034,0.0023,0.328,0.057,0.183,6.89,0.3799,0.0061,0.0771,6.2364,0.7059,0.0599,0.038,0.082,0.0034,0.008,0.0086,0.1015,0.0922,0.0024,0.0002,0.004,138896.0,2010-02-14 00:46:50
7836136,2011-10-08 21:58:03,42,1.2 - 3.5 µm,5.241,1.7663,0.0334,0.1006,0.5037,0.4625,2.3891,0.1413,0.5394,0.005,0.0045,0.085,0.021,0.368,27.95,0.026,0.0193,0.0602,14.0396,3.6403,0.0737,0.154,0.24,0.1195,0.0151,0.079,0.9198,0.0075,0.0049,0.0352,0.012,87199.0,2011-10-09 22:11:22
11619052,2010-01-20 17:45:51,42,0.05 - 0.14 µm,0.53,0.0454,0.0,0.0003,0.0325,0.13662,0.078,0.2237,0.0182,0.0007,0.0,0.034,0.005,0.059,6.7,0.3424,0.0344,0.0789,0.0061,0.4091,0.0815,0.358,0.35,0.0028,0.057,0.0473,0.0063,0.0044,0.5376,0.0028,0.003,103516.0,2010-01-21 22:31:07
12303763,2010-03-01 09:25:55,42,3.5 - 10 µm,37.926,5.1178,0.0433,0.0856,0.2526,0.6904,9.8425,0.3051,1.5804,0.0119,0.0093,0.172,0.027,0.326,93.9,0.031,0.7411,0.4278,27.4581,16.7355,1.252,0.178,0.098,0.1179,0.0059,0.0344,1.8337,0.0046,7.0106,0.0008,0.258,51717.0,2010-03-01 23:47:52
16361480,2010-02-09 23:45:58,42,0.05 - 0.14 µm,1.656,0.0811,0.0004,0.0003,0.0169,0.02129,0.1857,0.1499,0.035,0.0001,0.0016,0.044,0.016,0.014,28.63,4.9285,0.0021,0.3594,0.0062,17.9474,0.1211,0.026,0.894,0.1043,0.0015,0.0165,0.4693,0.0102,0.0024,0.0003,0.004,68080.0,2010-02-10 18:40:38
14884377,2011-04-08 16:51:19,42,1.2 - 3.5 µm,2.176,2.7417,0.0296,0.0653,0.2583,0.43301,6.3391,0.5329,0.3428,0.0117,0.0024,0.318,0.039,0.6,282.44,5.5905,0.0029,0.0344,1.8599,136.462,0.2882,0.217,0.114,0.0159,0.0015,0.0472,2.3467,0.0167,0.0045,0.2207,0.019,0.0,2011-04-08 16:51:19
3887597,2012-02-08 16:16:32,42,3.5 - 10 µm,45.793,3.071,0.0006,0.0004,0.2802,0.4654,5.9928,0.4153,0.4837,0.0023,0.0014,0.663,0.016,0.971,1042.21,118.7631,0.5643,0.6039,4.818,989.9407,0.9312,0.461,0.945,1.1709,0.0015,0.0144,15.8552,0.87,2.0312,3.3202,1.043,0.0,2012-02-08 16:16:32
12726549,2010-05-04 16:23:23,42,0.05 - 0.14 µm,0.022,0.0003,0.0082,0.0003,0.0002,0.00301,0.0031,0.0006,0.0034,0.0001,0.0032,0.088,0.186,0.127,0.02,0.0136,3.0952,0.0263,0.3754,0.0008,0.4646,0.31,0.089,0.0051,0.0021,0.0,0.0,0.001,24.9052,0.0003,0.003,30393.0,2010-05-05 00:49:56
3769575,2012-02-02 08:11:41,42,1.2 - 3.5 µm,0.119,0.0272,0.0124,0.0014,0.0018,0.01004,0.0159,0.0149,0.0065,0.0052,0.0002,0.125,0.016,0.244,2.7,0.8833,0.6738,0.1261,3.2186,2.8673,0.0543,0.095,0.24,0.0074,0.0254,0.0081,0.0102,0.0202,3.3441,0.0021,0.003,0.0,2012-02-02 08:11:41
5392607,2010-04-08 09:00:33,42,0.14 - 0.42 µm,0.262,0.3583,0.0036,0.0003,0.0823,0.15352,0.5307,0.0088,0.2106,0.0,0.0,0.06,0.025,0.025,0.0,0.0,0.0038,0.0002,0.006,0.0,0.01,0.024,0.081,0.002,0.0178,0.0,0.0,0.001,0.0024,0.0,0.003,141193.0,2010-04-10 00:13:46
14382396,2010-02-26 15:44:42,42,0.14 - 0.42 µm,3.145,0.4117,0.0181,0.0012,0.0417,0.1649,0.4854,0.0575,0.8148,0.0042,0.0003,0.024,0.004,0.013,36.06,0.0138,0.0684,0.8428,0.0068,3.8807,0.087,0.066,0.76,0.0373,0.2057,0.0092,0.4877,0.1756,0.0024,0.0345,0.011,104500.0,2010-02-27 20:46:22
898233,2010-01-29 09:01:46,42,0.05 - 0.14 µm,0.019,0.0,0.0015,0.0003,0.0,0.003,0.0028,0.0006,0.0005,0.0,0.0,0.003,0.031,0.008,0.0,0.0,0.2976,0.0018,0.006,0.0,0.0195,0.024,0.092,0.002,0.0572,0.0007,0.0,0.001,0.0026,0.0,0.003,160222.0,2010-01-31 05:32:08
566810,2011-04-22 09:52:01,42,3.5 - 10 µm,48.752,3.8762,0.0004,0.0851,0.2703,0.98148,9.507,1.568,0.8835,0.0382,0.0,1.153,0.022,1.246,2059.74,91.6949,0.1552,2.7462,1.0496,2195.9713,0.2194,0.143,1.558,0.3268,0.0015,0.0066,24.8615,2.298,0.7703,6.1841,0.086,0.0,2011-04-22 09:52:01
14890420,2012-01-20 09:44:29,42,0.42 - 1.2 µm,8.947,0.1566,0.0131,0.0335,0.0014,0.22368,0.2719,0.0342,0.3285,0.0029,0.0018,0.285,0.081,0.393,306.16,81.1996,0.4007,0.3733,4.5946,298.8151,0.1032,0.024,1.525,0.4479,0.0538,0.0,2.5348,0.7939,0.0024,0.4668,0.003,28345.0,2012-01-20 17:36:54
8599999,2010-01-29 00:22:48,42,1.2 - 3.5 µm,6.643,0.8188,0.0085,0.0003,0.0998,0.45411,2.1207,0.0085,0.6961,0.0,0.0024,0.064,0.028,0.077,0.36,0.0116,0.1419,0.2648,2.0777,0.6972,0.0628,0.09,0.073,0.0458,0.0018,0.0,0.0423,0.0391,0.2022,1.1068,0.076,110165.0,2010-01-30 06:58:53
10503935,2011-07-07 05:16:02,42,1.2 - 3.5 µm,21.903,1.5646,0.0036,0.0126,0.031,0.48767,1.8211,0.2499,0.8141,0.0013,0.0001,0.306,0.005,0.416,204.29,2.5906,0.4636,0.5107,5.7385,82.2896,0.1515,0.915,0.864,0.2761,0.0015,0.0377,3.3373,0.4286,1.0073,1.1818,0.157,0.0,2011-07-07 05:16:02
4710964,2010-02-10 03:36:58,42,0.42 - 1.2 µm,6.379,3.4718,0.015,0.0015,0.8209,0.55313,7.2893,0.2537,1.4418,0.004,0.0015,0.071,0.002,0.163,414.57,15.1618,0.6359,0.6937,0.1661,123.1169,0.4256,0.253,0.969,0.1058,0.2451,0.037,5.7516,0.1105,0.0024,0.8122,0.012,0.0,2010-02-10 03:36:58
13791467,2011-08-13 16:55:10,42,0.05 - 0.14 µm,3.218,0.0013,0.0259,0.0003,0.0037,0.33745,0.0083,0.0187,0.2254,0.0099,0.001,0.138,0.183,0.163,231.61,14.8921,0.1976,1.7574,6.1203,163.4891,0.9006,0.064,0.799,0.1358,0.0818,0.0088,0.5897,0.0478,0.0051,0.0126,0.052,0.0,2011-08-13 16:55:10
12879706,2011-10-30 05:25:08,42,0.42 - 1.2 µm,94.302,3.8647,0.0126,0.1992,0.8178,1.0215,6.6442,1.0526,2.4938,0.0414,0.0017,0.504,0.022,0.515,3037.25,251.3323,1.2136,6.0718,30.0063,4772.4757,1.9601,2.858,6.943,8.1746,0.0723,0.2263,57.9368,7.2314,38.8653,4.764,0.442,0.0,2011-10-30 05:25:08
13590381,2012-01-08 13:32:38,42,0.14 - 0.42 µm,2.289,0.0001,0.0296,0.0003,0.0012,0.01702,0.0028,0.0314,0.1877,0.0014,0.0,0.027,0.083,0.085,0.3,0.4549,0.1556,0.0015,2.2644,0.2172,0.0149,0.024,0.101,0.0061,0.0015,0.0006,0.0053,0.0023,0.0024,0.0008,0.003,186209.0,2012-01-10 17:16:07
16612007,2011-09-06 08:17:25,42,1.2 - 3.5 µm,8.582,2.1288,0.0,0.0139,0.0575,0.44704,3.0628,0.5532,0.3714,0.0065,0.0002,0.142,0.002,0.134,1839.59,253.0785,2.6883,2.8286,55.7179,3178.6614,0.9567,2.48,4.226,3.5196,0.1017,0.2739,31.0017,5.7031,332.922,5.474,2.252,0.0,2011-09-06 08:17:25
5075111,2010-10-24 06:16:05,42,0.42 - 1.2 µm,1.705,0.4691,0.0022,0.0006,0.0424,0.01348,0.6092,0.1008,0.073,0.0004,0.0008,0.073,0.001,0.107,14.32,5.5362,0.0065,0.2596,0.6005,2.5092,0.2856,0.215,0.289,0.0836,0.0037,0.0832,0.1514,0.009,0.0253,0.0364,0.014,0.0,2010-10-24 06:16:05
3854580,2010-01-11 16:56:43,42,0.14 - 0.42 µm,2.915,0.8042,0.0389,0.0024,0.1145,0.04262,1.1364,0.0122,0.5256,0.0132,0.001,0.192,0.061,0.212,11.68,0.0047,0.105,0.0921,0.0275,1.9055,0.0252,0.044,0.453,0.3693,0.1285,0.0016,0.2461,0.0275,0.0024,0.0516,0.003,171015.0,2010-01-13 16:26:58
6019076,2010-11-10 08:35:34,42,1.2 - 3.5 µm,0.073,0.0003,0.0148,0.0003,0.0,0.07201,0.0029,0.006,0.1536,0.0018,0.0,0.024,0.1,0.044,124.86,21.5427,2.8369,1.5511,0.0963,415.5346,0.7133,0.067,2.517,2.4476,0.125,0.1205,0.4934,0.1584,8.3269,1.0034,0.402,131135.0,2010-11-11 21:01:09
276992,2011-10-04 19:03:07,42,0.05 - 0.14 µm,0.758,0.003,0.0174,0.0003,0.0155,0.11588,0.0054,0.0311,0.1123,0.0025,0.0001,0.103,0.086,0.226,233.43,2.9659,1.1298,0.9234,3.7642,392.5385,0.6126,0.342,1.263,1.8315,0.0431,0.0329,1.9547,0.135,0.5982,0.0701,0.005,21049.0,2011-10-05 00:53:56
14553614,2012-02-20 11:58:00,42,0.14 - 0.42 µm,17.004,0.0468,0.0136,0.0342,0.0234,0.20643,0.0707,0.0779,0.0393,0.0001,0.001,0.184,0.002,0.141,13.73,17.4816,0.0155,0.4109,0.199,74.749,0.2947,0.03,0.158,0.1669,0.0101,0.0051,1.0385,0.2441,0.0024,0.1022,0.003,0.0,2012-02-20 11:58:00
11250804,2010-01-26 01:40:51,42,0.05 - 0.14 µm,0.019,0.0007,0.0004,0.0003,0.0,0.0027,0.0057,0.0016,0.0,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.0018,0.0006,0.006,0.0,0.01,0.024,0.053,0.002,0.0022,0.0005,0.0,0.001,0.0024,0.0,0.003,186478.0,2010-01-28 05:28:49
10766675,2011-03-17 23:45:08,42,0.42 - 1.2 µm,8.313,0.8163,0.0024,0.0233,0.0636,0.4524,1.0362,0.2104,0.3407,0.0226,0.0009,0.338,0.024,0.418,79.12,31.9487,0.288,0.6483,17.6776,73.841,0.29,0.238,0.383,0.2159,0.0017,0.0361,0.6875,0.2808,0.1209,0.1499,0.007,55498.0,2011-03-18 15:10:06
5682355,2010-08-23 04:27:32,42,0.05 - 0.14 µm,2.527,0.0945,0.0082,0.0003,0.0083,0.32751,0.2085,0.0063,0.3306,0.0044,0.0014,0.485,0.012,0.437,99.25,0.0309,0.1909,0.2139,0.0364,5.5583,0.3323,0.089,0.138,0.0738,0.0026,0.0186,1.2025,0.0012,0.0057,0.3952,0.006,0.0,2010-08-23 04:27:32
4414622,2010-01-11 17:18:50,42,0.14 - 0.42 µm,0.072,0.213,0.0153,0.0003,0.0883,0.00626,0.3656,0.013,0.0184,0.0002,0.0014,0.023,0.003,0.008,0.01,0.0,0.0023,0.0001,0.0096,0.0,0.01,0.024,0.068,0.002,0.1389,0.0105,0.0002,0.001,0.0024,0.0,0.003,232754.0,2010-01-14 09:58:04
1268874,2010-08-19 04:09:49,42,0.14 - 0.42 µm,3.692,0.4186,0.007,0.0004,0.0206,0.03616,0.5701,0.0418,0.4216,0.0075,0.0002,0.062,0.008,0.075,84.62,0.0102,0.0618,0.0392,0.0097,1.8729,0.0116,0.024,0.263,0.003,0.0017,0.0187,0.398,0.0015,0.0024,0.0465,0.003,105585.0,2010-08-20 09:29:34
1818267,2010-01-14 15:09:53,42,0.14 - 0.42 µm,1.958,0.1266,0.0035,0.0003,0.1037,0.03037,0.2474,0.002,0.1333,0.0023,0.0008,0.157,0.019,0.255,272.99,7.3107,1.2919,0.6315,1.7096,487.5981,0.3031,0.025,0.974,0.5179,0.0579,0.0002,1.9811,0.3912,0.5623,1.8928,0.385,192699.0,2010-01-16 20:41:32
7451495,2011-09-17 19:10:11,42,0.05 - 0.14 µm,39.337,0.4287,0.0041,0.0198,0.1119,0.83733,0.7824,0.1522,0.4769,0.0069,0.0005,0.306,0.135,0.603,462.41,22.7924,0.0027,1.0554,2.4556,551.6126,0.0196,0.068,1.193,0.37,0.0015,0.0243,11.4802,0.7546,0.0024,7.4318,0.003,0.0,2011-09-17 19:10:11
3978513,2012-02-07 04:44:36,42,0.14 - 0.42 µm,0.021,0.0026,0.0026,0.0003,0.0004,0.14358,0.005,0.0006,0.0965,0.0,0.0002,0.041,0.001,0.057,0.26,0.003,0.013,0.008,0.0198,0.0253,0.0665,0.09,0.033,0.0054,0.0046,0.0,0.0002,0.001,0.0027,0.0,0.003,0.0,2012-02-07 04:44:36
14194620,2010-01-12 13:21:26,42,3.5 - 10 µm,17.904,7.0412,0.0072,0.0804,0.6391,0.73173,10.6972,0.6753,1.3727,0.0055,0.0008,0.007,0.015,0.021,14.94,0.2793,0.0034,0.0228,1.356,5.8268,0.052,0.638,0.141,0.0506,0.0026,0.0607,0.5406,0.0134,0.004,0.0408,0.003,79551.0,2010-01-13 11:27:17
14411346,2012-02-20 11:58:00,42,0.14 - 0.42 µm,1.388,0.0048,0.0624,0.0012,0.0066,0.69503,0.0046,0.0085,0.4072,0.0003,0.0,0.074,0.019,0.164,0.72,0.0903,0.2568,0.2622,0.0366,3.5562,0.1207,0.036,0.158,0.2309,0.0178,0.0003,0.0662,0.0345,0.0024,0.0003,0.003,0.0,2012-02-20 11:58:00
14442346,2010-04-29 23:35:45,42,0.05 - 0.14 µm,2.799,0.1326,0.0441,0.0033,0.0174,0.24261,0.6924,0.3282,0.2232,0.0163,0.0015,0.22,0.163,0.619,169.49,57.4769,1.3461,1.7586,0.7314,225.0801,0.2757,0.419,1.115,0.0869,0.0016,0.0029,0.6063,1.7916,2.232,0.4108,0.225,52707.0,2010-04-30 14:14:12
2807678,2011-10-23 03:49:03,42,0.42 - 1.2 µm,0.45,0.025,0.0131,0.0003,0.0067,0.00572,0.0367,0.0206,0.0628,0.0109,0.0008,0.205,0.092,0.139,11.34,0.1667,0.3125,0.196,1.9359,10.2424,0.8391,0.101,0.116,0.091,0.0028,0.0086,0.0333,0.0022,2.6664,0.0553,0.292,0.0,2011-10-23 03:49:03
7985730,2010-06-22 09:22:53,42,1.2 - 3.5 µm,2.756,2.7161,0.001,0.0383,0.2594,0.22462,4.2397,0.2186,0.3177,0.0009,0.0028,0.063,0.001,0.086,7.52,10.5607,0.0797,0.1481,10.0687,8.5502,0.1459,0.415,0.102,0.0044,0.0075,0.0129,0.1367,0.0163,0.0024,0.0312,0.065,37586.0,2010-06-22 19:49:19
16276074,2012-01-19 20:38:45,42,0.14 - 0.42 µm,2.163,0.1348,0.0976,0.0008,0.013,0.21755,0.2621,0.2003,0.9555,0.0045,0.0001,0.227,0.075,0.393,3.84,0.7405,1.489,0.0648,3.0693,0.2498,0.5796,0.308,0.427,0.1113,0.0927,0.0357,0.0147,0.0207,0.0032,0.0017,0.009,23279.0,2012-01-20 03:06:44
2805677,2012-02-13 21:01:31,42,1.2 - 3.5 µm,30.218,0.7095,0.0876,0.0226,0.0294,0.16378,0.5344,0.1572,0.879,0.009,0.0031,0.657,0.005,0.666,37.1,51.8987,0.3075,0.3335,9.9927,74.6029,1.4645,0.303,0.172,0.032,0.0932,0.0018,0.4248,0.1219,0.1393,0.446,0.822,0.0,2012-02-13 21:01:31
5553460,2010-12-22 18:23:13,42,1.2 - 3.5 µm,1.166,0.336,0.0056,0.0056,0.0807,0.30135,0.4237,0.154,0.2121,0.0041,0.001,0.069,0.042,0.19,2.15,0.0095,0.0069,0.0011,0.041,0.3679,0.0154,0.046,0.138,0.0558,0.1453,0.0099,0.0316,0.0016,0.0025,0.0,0.004,79938.0,2010-12-23 16:35:31
6758201,2012-01-28 13:16:51,42,0.14 - 0.42 µm,0.161,0.0095,0.0138,0.0005,0.0011,0.10518,0.0074,0.0858,0.0915,0.0102,0.0001,0.048,0.005,0.025,2.5,0.0009,0.0036,0.0526,0.1349,0.3249,0.5314,0.28,0.209,0.031,0.0539,0.1157,0.0523,0.001,0.7487,0.008,0.003,0.0,2012-01-28 13:16:51
12841488,2012-02-20 11:58:00,42,0.05 - 0.14 µm,0.231,0.002,0.0271,0.0003,0.0001,0.0366,0.0036,0.0479,0.061,0.0057,0.0,0.062,0.004,0.085,6.53,0.1643,0.2248,0.0504,0.0743,0.5756,0.4601,0.108,0.388,0.1987,0.0024,0.0253,0.0508,0.0015,0.0024,0.0384,0.007,0.0,2012-02-20 11:58:00
11855936,2010-03-08 03:05:01,42,3.5 - 10 µm,79.229,6.4077,0.0,0.0015,0.9333,0.27597,13.7252,0.4859,0.8011,0.0113,0.0018,0.288,0.003,0.309,662.58,5.5187,0.1121,0.6065,4.6917,561.8773,0.11,0.223,0.916,0.2505,0.0015,0.0006,16.7014,0.6014,0.0099,8.2844,0.469,26975.0,2010-03-08 10:34:36
4691238,2012-02-20 08:56:46,42,0.14 - 0.42 µm,20.163,0.1993,0.0109,0.0021,0.0373,0.64354,0.2791,0.2917,0.3713,0.0198,0.0006,0.504,0.047,0.565,409.32,27.1265,1.1048,0.7076,8.9703,587.5145,0.7009,0.857,1.409,1.386,0.0127,0.1039,7.3233,1.3432,56.1831,3.7325,0.73,0.0,2012-02-20 08:56:46
7815813,2010-10-21 06:25:59,42,3.5 - 10 µm,10.992,2.4929,0.0111,0.0059,0.3078,0.28122,5.1599,0.3706,1.1068,0.0125,0.0036,0.105,0.026,0.175,230.42,45.9926,0.4093,0.5748,12.4044,158.5953,0.6932,1.185,1.539,0.4048,0.0035,0.0043,1.4612,0.9952,0.0027,0.041,0.003,0.0,2010-10-21 06:25:59
