,Unnamed: 0.1,Unnamed: 0,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
314,987777,505,1310,2012-02-06 14:25:03,2012-02-06 15:25:03,42,0.42 - 1.2 µm,0.032,0.1103,0.0,0.0003,1.6546,0.03454,0.231,0.0431,0.6785,0.0187,0.0001,0.407,0.001,0.137,11.7,429.3218,0.247,1.8424,16.7943,12.4806,0.0517,0.024,0.114,0.192,0.0069,0.0376,0.3901,0.0024,0.0024,0.002,0.003
315,12336396,0,1252,2011-04-29 23:33:05,2011-04-30 00:33:05,42,0.05 - 0.14 µm,2.107,0.0005,0.0351,0.0089,0.3242,0.01916,0.0642,0.0108,0.9534,0.0022,0.001,0.435,0.005,1.039,825.31,1.2084,0.8754,0.6966,10.6601,14.9364,0.1944,0.047,2.681,0.0081,0.019,0.0206,2.1609,0.0121,13.3603,0.0005,0.802
316,10207136,77,1550,2010-01-19 13:33:21,2010-01-19 14:33:21,42,1.2 - 3.5 µm,56.867,0.6149,0.0683,0.1375,0.0004,0.00633,0.0035,0.0329,4.3662,0.0001,0.0245,2.627,0.013,0.046,1507.53,0.4579,0.0609,1.0665,2.6943,2.3503,0.01,0.024,1.913,0.0129,0.0095,0.0976,1.6962,0.0546,0.0024,0.0014,0.003
317,3015761,221,1094,2010-01-18 04:47:27,2010-01-18 05:47:27,42,0.42 - 1.2 µm,8.612,0.0382,0.0051,0.0014,0.0013,0.07266,0.8044,0.0278,0.7426,0.0029,0.0001,1.204,0.087,1.624,9.93,36.9563,0.0492,0.8442,0.006,3346.1032,0.01,0.154,0.892,0.072,0.0015,0.0405,0.6686,0.0383,0.0024,0.0,0.003
318,6036293,3,1285,2012-02-04 00:36:20,2012-02-04 01:36:20,42,1.2 - 3.5 µm,0.344,0.0001,0.0117,0.0094,0.009,0.00891,0.8878,0.1687,5.4458,0.0005,0.0001,0.864,0.001,0.076,2349.97,1.0477,1.6856,1.0284,0.7617,10.1406,1.3354,0.052,0.359,0.0075,0.0024,0.0003,0.0135,0.0671,0.8061,0.0029,0.201
319,1577654,130,1325,2010-01-22 18:00:07,2011-03-25 01:21:39,42,1.2 - 3.5 µm,2.964,0.4214,0.0622,0.0005,0.0247,0.02944,0.651,0.1127,0.2212,0.0055,0.0015,0.806,0.003,0.053,727.47,51.8881,0.1758,0.7048,0.006,19348.59,0.0314,0.04,0.388,0.002,0.0265,0.0224,0.0458,0.5074,296.4713,0.0018,0.026
320,9227425,0,1308,2010-01-12 14:50:44,2010-02-01 23:59:25,42,0.05 - 0.14 µm,0.852,0.0224,0.0294,0.0354,0.0041,0.00356,1.5416,0.0113,1.9261,0.0,0.0001,1.201,0.004,0.109,3.84,0.6544,0.0499,1.9624,0.0597,14.1623,0.2106,1.616,1.251,25.9432,0.0015,0.0178,0.0141,0.024,3.8278,0.0016,0.003
321,15815180,155,1186,2011-01-06 21:38:35,2011-01-06 22:38:35,42,3.5 - 10 µm,7.763,0.0001,0.0015,0.0295,0.1443,0.44046,2.204,0.0025,0.3964,0.0001,0.0002,0.176,0.13,0.672,48.13,0.0629,1.2476,0.7414,2.1884,797.2462,0.0529,0.186,0.883,2.8239,0.0033,0.0078,0.0139,0.0057,0.0024,0.004,0.003
322,15071586,35,1276,2010-03-04 18:41:43,2010-03-04 19:41:43,42,1.2 - 3.5 µm,15.143,0.0011,0.0554,0.0681,0.0789,0.00333,3.6013,0.1474,0.7191,0.0078,0.0108,2.771,0.004,0.436,1.7,0.0057,0.1692,2.8388,0.0071,17.0826,0.0108,0.024,1.649,0.0098,0.1768,0.2507,0.2519,0.0076,0.3522,0.0412,0.003
323,14210148,494,1211,2010-01-13 11:37:09,2011-12-27 14:00:26,42,3.5 - 10 µm,25.725,0.0008,0.0047,0.2092,0.0241,0.0027,0.003,0.0846,0.897,0.0,0.0023,0.362,0.74,0.232,18.02,0.0154,5.8751,0.4105,3.0405,7.2755,0.0912,0.03,2.508,0.0031,0.0017,0.1327,2.2367,5.2943,31.1177,0.0064,0.004
324,8357356,118,1146,2010-12-07 09:27:46,2010-12-09 21:22:39,42,1.2 - 3.5 µm,1.968,0.0387,0.0109,0.0115,0.009,1.06714,0.643,0.0051,0.3818,0.0005,0.0009,0.102,0.002,0.773,259.09,38.077,6.1897,0.6972,208.9431,235.236,0.01,0.132,0.201,0.0164,0.0111,0.0888,0.0475,0.0084,0.0024,0.0036,0.378
325,2036373,387,914,2011-03-31 12:18:09,2011-03-31 13:18:09,42,0.05 - 0.14 µm,0.029,0.4315,0.0247,0.1695,0.1907,0.0222,0.0917,0.3312,0.1328,0.0001,0.0011,0.77,0.2,0.021,6.05,0.0789,0.0085,0.2957,0.006,509.9591,0.0122,0.029,7.878,0.0027,0.0949,0.0012,0.4906,0.0201,332.922,0.0007,0.225
326,1926600,42,1006,2010-01-23 17:28:00,2010-01-23 18:28:00,42,0.42 - 1.2 µm,12.959,0.0297,0.02,0.4703,1.022,0.00345,0.5344,0.0093,0.1384,0.0001,0.0003,1.073,0.002,2.304,2.63,0.527,0.4929,0.03,1.8078,0.0604,0.5183,0.215,0.269,0.004,0.0016,0.0199,0.0046,1.1149,19.096,0.0026,0.542
327,13342749,98,1030,2011-11-25 13:16:05,2011-11-25 14:16:05,42,0.05 - 0.14 µm,0.544,0.0043,0.0075,0.0103,0.212,0.0027,0.5372,0.3215,0.7945,0.0002,0.0001,0.259,0.02,1.575,626.88,1.6114,0.0155,0.6857,0.0073,0.4224,0.01,0.035,1.915,0.0046,0.042,0.0401,0.9424,0.001,0.0024,2.0894,0.018
328,16388330,0,1356,2012-01-28 15:34:08,2012-02-01 09:49:10,42,0.05 - 0.14 µm,372.025,0.372,0.0083,0.0235,0.1774,0.03142,0.4507,0.0459,0.6159,0.0135,0.0001,0.255,0.088,0.181,3003.07,0.222,0.0857,0.7771,0.1642,3035.868,0.1549,0.49,0.861,0.0253,0.0016,0.0095,0.9627,0.001,4.5797,0.0014,0.003
329,9390202,34,1178,2012-02-09 00:42:30,2012-02-09 01:42:30,42,0.05 - 0.14 µm,9.226,0.0,0.0127,0.0003,0.0273,0.01213,3.7033,0.0586,1.0817,0.0222,0.0002,0.287,0.005,0.537,23.36,13.5088,4.639,35.613,0.0312,2347.0668,0.0618,0.307,0.71,0.0102,0.002,0.0009,0.1334,0.0019,0.0024,0.0021,0.018
330,15689720,68,900,2012-02-13 04:13:04,2012-02-13 05:13:04,42,0.42 - 1.2 µm,28.097,0.0,0.0019,0.0035,0.2384,1.34236,0.0072,0.0907,0.5087,0.0003,0.0001,0.39,0.576,0.206,0.08,1.6202,1.4211,0.1029,0.0071,9.8814,5.2185,0.031,1.988,0.0125,0.0015,0.008,5.962,0.0038,109.0749,0.0018,0.037
331,9819608,18,1234,2010-01-18 06:57:30,2010-02-10 02:22:25,42,0.05 - 0.14 µm,0.046,0.9497,0.0072,0.0247,0.3932,0.10218,9.0369,0.8376,0.148,0.0004,0.0002,0.134,0.002,0.829,1.49,1.3003,3.7676,0.0689,17.9463,3.8021,0.1165,0.037,0.141,0.161,0.0079,0.101,0.003,0.0336,4.3866,0.0006,0.005
332,10342986,2,1155,2011-12-26 07:32:40,2011-12-26 08:32:40,42,3.5 - 10 µm,23.991,0.0781,0.0021,0.03,0.007,0.01359,0.1472,1.221,0.7683,0.0006,0.003,0.855,0.033,0.063,19.75,403.219,0.5646,0.2898,0.0081,8.8085,0.0266,0.024,1.28,0.0027,0.0019,0.0004,0.0095,0.0037,222.7262,0.0005,0.003
333,9469676,239,1070,2010-01-22 17:56:03,2011-11-10 04:59:11,42,0.14 - 0.42 µm,22.666,0.0006,0.0728,0.0133,0.1522,0.04262,0.0661,1.0509,0.1758,0.002,0.0001,1.991,0.002,0.575,412.57,0.4222,5.0887,0.0927,0.1834,0.0701,0.0167,0.171,0.313,0.004,0.0424,0.0058,0.0046,1.3405,0.0024,0.001,0.004
334,4258859,11,886,2010-11-16 14:21:17,2010-11-16 15:21:17,42,0.05 - 0.14 µm,4.224,0.4568,0.2444,0.0128,0.1304,0.00272,0.1765,0.1527,5.6159,0.0002,0.0461,0.819,0.008,3.117,4745.82,0.0415,0.0055,1.1883,1.1978,26.3722,0.7541,0.03,1.817,0.0069,0.0017,0.0783,0.0786,0.0011,1.4326,0.0009,0.212
335,14667105,91,1481,2010-01-20 13:44:20,2010-10-25 11:30:52,42,1.2 - 3.5 µm,82.978,0.1088,0.0012,0.0003,0.0211,0.0206,1.9047,0.1964,4.0735,0.001,0.0002,2.081,0.002,0.331,757.86,35.7224,0.1892,0.3298,7.2931,1149.7047,0.8003,0.024,0.322,0.0153,0.0232,0.0657,0.0646,0.0269,8.0755,0.0007,0.167
336,3753017,103,1542,2010-01-19 22:26:09,2010-10-28 05:32:10,42,1.2 - 3.5 µm,90.283,0.0044,0.0347,0.0018,0.0213,0.00977,1.1731,0.2457,1.1236,0.0357,0.0547,0.231,0.317,0.124,323.4,0.374,0.0018,0.1981,47.8979,9.8314,0.01,0.035,0.408,0.0025,0.0015,0.0071,0.0874,0.8143,0.9473,0.0038,0.073
337,2598833,9,1119,2012-01-06 19:31:18,2012-01-06 20:31:18,42,3.5 - 10 µm,5.862,0.0003,0.0452,0.025,0.0869,0.00312,0.0662,0.9275,0.2814,0.01,0.0202,0.115,0.001,0.011,393.49,0.0063,0.784,0.9809,58.1327,2318.4985,0.1175,0.045,3.007,0.003,0.0015,0.0358,3.0754,0.0096,332.922,0.0105,0.003
338,11088306,466,1457,2010-02-19 21:49:14,2012-02-02 21:58:06,42,1.2 - 3.5 µm,35.286,0.0519,0.0113,0.0392,0.0083,0.00349,0.0035,0.7732,0.2503,0.0001,0.0002,2.203,0.149,0.59,9.8,1.1261,1.4938,0.768,0.0617,0.0787,0.01,0.132,0.227,0.0067,0.0017,0.0063,0.0793,0.0713,76.7377,0.0011,2.073
339,15400177,223,924,2011-12-27 23:57:17,2011-12-28 00:57:17,42,0.05 - 0.14 µm,27.304,0.6774,0.0027,0.0012,0.0201,0.01503,0.2455,0.0165,3.9763,0.0217,0.0002,0.787,0.21,0.033,1545.42,14.6073,0.5507,2.7371,0.007,267.9051,0.0306,0.091,0.343,0.0192,0.0482,0.0208,2.1078,0.0018,0.0024,0.0007,0.003
340,16339305,1,1277,2010-01-21 14:02:20,2012-01-02 07:46:31,42,0.14 - 0.42 µm,4.13,0.9991,0.1141,0.0072,0.0191,0.7099,15.7292,0.1271,0.687,0.0005,0.0003,2.107,0.004,0.25,466.41,3.2101,22.7838,1.3452,0.006,92.942,0.5001,0.036,0.348,0.0272,0.0022,0.2317,0.5084,0.002,3.1993,0.0005,0.003
341,12717616,8,1549,2010-04-11 12:04:25,2011-11-11 23:22:27,42,0.14 - 0.42 µm,2.003,0.0026,0.0019,0.0003,0.0,0.0027,0.0117,0.1091,0.02,0.0438,0.0015,0.627,0.001,0.251,3278.15,13.7763,5.9376,0.2753,0.2583,1.9561,2.5517,0.026,1.795,0.0092,0.0022,0.0086,0.0015,6.4579,0.0024,0.0004,0.132
342,7395454,37,1287,2010-01-24 03:46:13,2010-01-24 04:46:13,42,0.14 - 0.42 µm,4.731,0.0005,0.113,0.1339,0.0453,0.01991,0.0439,0.1008,1.2981,0.0075,0.0002,2.812,0.018,0.44,0.16,226.7316,0.0068,0.515,2.0538,1.417,1.3065,0.027,1.381,0.3119,0.0173,0.0058,0.5734,0.0178,4.4493,0.0005,0.331
343,10547847,8,1294,2010-11-29 16:23:24,2010-11-29 17:23:24,42,0.14 - 0.42 µm,127.374,0.0,0.0136,0.0003,0.3539,0.42151,4.6305,0.3499,0.0325,0.0114,0.0001,2.715,0.007,1.254,815.75,12.5634,0.8584,0.8313,57.1957,8.8845,0.0656,0.024,0.905,0.006,0.0139,0.0097,0.0511,0.0083,0.0024,0.0271,0.023
344,62752,1,1273,2010-01-12 01:53:03,2010-01-13 04:34:51,42,0.05 - 0.14 µm,57.307,0.0811,0.0371,0.0816,0.0908,0.00795,0.0801,0.0121,0.2126,0.0024,0.001,0.834,0.17,0.234,10004.88,222.6759,0.1856,1.6669,12.244,0.2862,0.1037,0.135,0.153,0.0478,0.0517,0.0012,2.2762,0.002,332.922,0.0008,0.003
345,4868087,3,1510,2010-02-28 05:23:50,2010-02-28 06:23:50,42,0.14 - 0.42 µm,0.189,0.3868,0.0005,0.0003,0.0015,0.05112,0.1551,0.0053,1.096,0.0802,0.0104,0.187,0.007,0.051,8.23,11.5775,0.1062,1.3614,0.006,1.8325,3.309,0.024,1.201,0.0026,0.1027,0.0257,5.6769,0.0036,276.825,0.001,0.003
346,16062223,18,888,2010-02-04 06:18:05,2010-02-04 07:18:05,42,0.42 - 1.2 µm,6.725,0.0005,0.0002,0.0004,0.0017,0.00271,0.8858,0.2433,0.0142,0.0002,0.0001,0.871,0.001,1.505,11.47,0.9066,0.0025,4.3985,12.9669,472.7082,0.4377,0.107,1.604,0.0086,0.0015,0.013,0.0163,39.1513,290.8966,0.0005,0.056
347,5369060,51,1477,2010-01-15 04:53:21,2010-02-23 03:10:57,42,3.5 - 10 µm,1.148,0.014,0.0001,0.065,0.0024,0.02501,0.0638,1.7031,1.9323,0.0081,0.0002,1.343,0.002,0.001,21.84,94.5431,0.7105,1.962,2.2272,17.0027,0.1258,0.044,1.205,0.0033,0.0028,0.0007,0.0084,0.9193,0.8007,0.0002,0.003
348,6192544,264,924,2010-01-12 10:30:18,2010-01-12 17:16:00,42,0.42 - 1.2 µm,15.623,0.1732,0.0028,0.0401,0.0875,0.0027,0.0037,0.1223,5.6962,0.0001,0.0001,0.145,0.003,0.132,15.11,18.4331,1.7449,10.4834,9.9586,0.0604,0.7534,0.024,0.376,0.0045,0.0015,0.077,26.3194,0.0013,9.8469,0.0004,0.239
349,348350,55,1507,2010-01-28 15:50:46,2010-01-28 16:50:46,42,0.42 - 1.2 µm,6.092,0.2106,0.0224,0.0003,0.0186,0.53768,0.2692,0.1926,0.6866,0.0065,0.0002,0.115,0.001,0.204,8.94,1.4151,0.6536,0.5032,0.0066,0.6116,0.0388,0.092,0.774,0.1978,0.0016,0.0119,0.0459,0.0032,0.0024,0.0039,6.683
350,12815408,12,1386,2010-11-06 01:58:50,2011-10-18 19:00:26,42,0.05 - 0.14 µm,2.196,0.0007,0.013,0.0003,0.0863,0.01507,0.204,0.0123,5.5039,0.0348,0.0467,0.374,0.03,1.009,405.29,0.9788,0.1476,0.0247,0.006,44.733,0.0827,0.061,1.275,0.0787,0.0279,0.0139,30.1577,0.0145,222.2331,0.0015,0.009
351,531140,614,1347,2010-01-18 23:49:12,2011-12-12 12:59:36,42,0.05 - 0.14 µm,32.615,0.0469,0.1183,0.0003,0.0288,0.00303,0.0113,0.1021,0.2689,0.0002,0.0001,0.237,0.564,0.404,4028.74,0.0882,32.426,0.7667,244.3465,0.8214,0.01,0.763,0.366,0.0028,0.0015,0.1264,0.0052,0.0022,0.3185,0.0405,0.044
352,1180372,15,1257,2010-01-14 01:10:45,2010-10-30 06:06:11,42,0.14 - 0.42 µm,0.664,0.0107,0.0218,0.0005,0.2962,0.01339,0.0104,0.049,1.753,0.0002,0.0,0.267,0.029,0.054,286.37,163.7826,0.3626,6.193,0.1792,13.1377,0.0843,0.07,1.65,0.0185,0.0075,0.0281,0.0114,0.2967,6.734,0.0004,7.934
353,3222520,120,1437,2012-02-12 03:14:13,2012-02-12 04:14:13,42,1.2 - 3.5 µm,26.99,0.0,0.0896,0.0005,0.2732,0.02879,0.0671,0.03,0.3536,0.0003,0.0001,0.092,0.003,0.748,0.39,364.7004,9.1156,23.2836,0.0445,296.8027,0.2152,0.05,0.062,0.0057,0.029,0.0004,0.0111,0.1036,9.6851,0.0007,0.003
354,11148528,489,1438,2011-01-08 12:55:00,2011-01-08 13:55:00,42,1.2 - 3.5 µm,1.637,2.1106,0.0002,0.0003,0.1113,0.00517,0.0043,0.0702,0.0629,0.018,0.0002,0.279,0.003,0.58,0.24,38.0499,0.6244,0.0123,0.1324,461.1971,0.0863,0.09,0.363,0.003,0.0018,0.0092,0.2251,0.0861,332.922,0.0011,0.003
355,10189957,1,1421,2010-01-24 14:38:02,2010-01-24 15:38:02,42,1.2 - 3.5 µm,62.579,0.0124,0.002,0.0003,0.0005,0.78667,4.5849,0.0209,5.3478,0.0017,0.0002,0.475,0.001,0.37,45.69,0.0245,13.343,0.0117,0.0072,0.031,2.0998,0.027,2.096,0.0026,0.0015,0.0525,3.1875,3.0584,0.0024,0.0056,0.003
356,16680733,82,1133,2010-01-21 17:24:11,2010-01-21 18:24:11,42,0.42 - 1.2 µm,6.554,1.5727,0.0039,0.0172,0.0016,0.1726,0.1258,0.0019,2.4249,0.0001,0.0002,0.805,0.005,0.004,26.59,2.3279,0.3091,1.0626,75.5311,4413.2216,1.553,0.051,0.929,0.2378,0.0017,0.0203,8.7484,0.0235,16.5304,0.0007,3.151
357,15720870,2,836,2010-12-26 09:00:24,2010-12-26 10:00:24,42,1.2 - 3.5 µm,6.525,0.0932,0.0275,0.0124,0.0005,0.0077,0.0037,0.0084,1.1796,0.0036,0.0609,2.204,0.003,0.036,534.61,0.1984,5.8783,2.1986,3.7909,1.3144,0.0796,0.028,0.051,0.0119,0.0015,0.044,0.7035,0.4213,0.0117,0.0006,0.003
358,15101283,78,1459,2010-01-14 21:54:12,2010-01-15 07:22:48,42,1.2 - 3.5 µm,5.31,0.0833,0.1806,0.0122,0.0153,0.65299,0.0046,0.0906,0.2343,0.0001,0.0009,1.869,0.239,0.454,3364.53,65.3893,1.2548,0.0764,0.8289,48.1035,0.0493,0.152,1.462,0.0109,0.0017,0.077,0.0124,0.2196,0.0024,0.0006,0.009
359,6986235,373,1292,2010-02-13 06:37:32,2011-11-06 13:38:46,42,3.5 - 10 µm,3.819,0.001,0.0136,0.1551,0.0,0.0046,0.0606,0.4676,0.2106,0.0332,0.0001,0.462,0.149,1.219,137.77,0.4705,0.0838,1.3575,0.006,3.4951,0.0154,0.57,2.8,0.0025,0.002,0.0007,0.2574,1.1726,0.0024,1.3748,0.003
360,8908120,131,1527,2010-01-12 20:18:24,2010-12-03 10:30:10,42,3.5 - 10 µm,76.107,0.0025,0.0046,0.0003,0.0009,0.00423,0.8326,0.9226,0.0927,0.0024,0.0005,0.402,0.007,1.029,3160.27,17.6492,1.0855,0.3875,0.0206,7.4827,0.5954,0.024,1.103,0.0046,0.0031,0.0727,0.2226,0.4528,332.922,0.0014,0.76
361,6751354,2,1547,2012-01-29 07:32:52,2012-01-29 08:32:52,42,1.2 - 3.5 µm,10.867,0.0187,0.0016,0.0049,0.0189,0.01013,1.0594,0.001,0.4398,0.0007,0.0122,0.771,0.059,0.087,1091.32,0.3237,0.004,0.3823,2.0963,2.2535,0.1001,0.142,0.962,0.0021,0.002,0.012,1.1575,0.0037,179.911,0.0037,0.35
362,1594617,1,1108,2011-02-08 10:53:44,2011-02-08 11:53:44,42,0.14 - 0.42 µm,0.647,0.0493,0.0086,0.0006,0.0007,0.08157,0.1205,0.0642,0.006,0.0098,0.0001,0.682,0.002,0.02,371.58,0.0147,1.4708,2.2332,0.006,4.8324,0.1283,0.661,1.181,0.0055,0.0037,0.002,5.6625,0.0445,293.0235,0.0006,0.836
363,7617353,239,1315,2010-11-12 08:20:23,2010-11-21 10:44:31,42,1.2 - 3.5 µm,97.761,0.519,0.0009,0.0125,0.0184,0.04098,0.3694,0.015,0.9033,0.0083,0.0044,0.195,0.035,0.386,407.97,36.8699,0.3804,1.1826,18.4062,149.1549,0.0196,0.113,0.071,0.0094,0.0112,0.0193,0.002,0.0077,59.6847,0.0011,2.421
364,5824587,123,1408,2010-02-03 22:09:46,2011-11-02 00:29:00,42,0.42 - 1.2 µm,1.187,0.1182,0.0017,0.0004,0.1766,0.07756,0.0029,0.4678,0.0421,0.0038,0.0452,0.48,0.183,0.952,4.78,2.3751,15.7468,0.2627,11.7572,1.4166,0.0257,0.024,1.183,0.024,0.0151,0.0011,0.015,0.0027,4.8799,0.0013,0.091
365,15639073,210,1216,2011-11-20 06:19:41,2011-11-20 07:19:41,42,1.2 - 3.5 µm,35.686,0.3084,0.0532,0.0005,0.0335,0.00785,0.0061,0.0019,4.1407,0.0501,0.0001,0.2,0.007,0.196,46.94,1.2797,0.0598,0.4248,13.4031,331.5844,0.01,0.056,0.964,0.0039,0.0016,0.0018,0.0015,0.0512,0.0024,0.0009,0.003
366,12365130,202,1187,2010-01-20 07:34:34,2010-01-20 08:34:34,42,3.5 - 10 µm,48.25,0.0738,0.0007,0.0251,0.1327,0.00315,0.469,0.0015,0.6982,0.0,0.0001,0.387,0.002,0.168,25.32,130.8743,0.0606,0.0489,0.035,33.9198,0.0434,0.037,0.627,0.0067,0.0015,0.0017,0.0079,0.6733,1.8347,0.0007,0.003
367,9710303,53,1273,2011-03-11 03:25:20,2011-03-11 04:25:20,42,0.14 - 0.42 µm,3.794,0.9148,0.0043,0.0573,0.3812,0.003,0.0035,0.388,0.9381,0.0,0.0019,0.724,0.017,0.623,1644.97,0.1009,0.0093,0.1629,4.0567,0.355,0.2686,0.062,0.285,0.0045,0.0118,0.0043,0.0304,0.0085,59.4761,0.0007,0.003
368,5770371,18,1508,2010-01-15 18:01:33,2010-11-03 19:55:11,42,3.5 - 10 µm,6.155,0.0559,0.0012,0.0016,0.3771,0.0688,0.0128,0.3395,0.3015,0.0001,0.0002,0.693,0.001,0.804,322.83,0.9685,0.2175,0.1681,3.4736,0.4234,0.0233,0.423,1.858,0.0138,0.0015,0.0153,0.0016,0.3622,0.0024,0.0004,0.003
369,12220276,0,918,2010-01-27 22:23:20,2010-11-03 03:58:02,42,0.14 - 0.42 µm,2.183,0.137,0.0,0.0004,0.2416,0.05653,7.018,0.7223,1.3828,0.0002,0.0002,0.229,1.402,0.643,138.02,193.8155,0.6357,0.3047,0.0115,1.7798,0.0232,0.09,2.835,0.1792,0.0195,0.0077,1.2278,0.0037,0.0024,0.0017,0.044
370,7767301,101,1437,2010-12-08 18:30:16,2010-12-08 19:30:16,42,3.5 - 10 µm,52.911,1.0702,0.0424,0.0081,0.0051,1.37842,0.0703,0.1606,4.3677,0.0027,0.0002,0.658,0.002,0.485,16.7,6.4053,0.111,0.148,4.2833,194.4773,0.3562,0.024,2.274,0.0027,0.0139,0.0478,0.1262,0.0022,0.0024,0.5297,0.003
371,15068897,144,1324,2010-04-02 21:58:17,2010-04-02 22:58:17,42,0.14 - 0.42 µm,96.684,3.3358,0.0242,0.0003,0.151,0.01642,5.3523,0.0195,0.1509,0.0,0.0082,0.881,0.01,0.341,903.87,1.268,0.676,0.2805,0.3376,4.1181,0.0633,0.07,0.085,0.0024,0.0966,0.0276,0.0025,0.0039,0.0783,0.0019,0.009
372,13152272,2,1157,2010-01-13 22:07:58,2010-01-14 14:07:37,42,3.5 - 10 µm,0.968,1.918,0.0078,0.0499,0.0209,0.0027,0.0911,0.1907,0.0039,0.0008,0.0002,1.596,0.002,0.166,10.29,0.1621,0.0191,3.5048,0.1979,1.8641,0.8766,0.052,0.281,0.0377,0.0034,0.036,2.5996,0.0028,0.0024,0.0026,0.003
373,858553,180,897,2010-10-19 20:26:03,2012-02-10 19:24:00,42,3.5 - 10 µm,17.632,0.0,0.0007,0.0003,0.0001,0.5705,1.7092,0.0783,0.0704,0.0005,0.0002,0.184,0.062,0.171,4.76,0.2488,14.497,1.5237,0.0795,10.2122,0.7499,0.168,0.419,0.0365,0.0017,0.0009,35.6873,0.0082,46.5673,0.0122,1.903
374,8342114,131,1004,2012-02-07 09:07:57,2012-02-07 10:07:57,42,0.42 - 1.2 µm,1.547,0.0014,0.01,0.0182,0.1488,0.08471,0.0759,0.0762,0.8686,0.0001,0.0002,0.239,0.002,0.458,171.74,204.8119,2.2263,0.1303,0.0106,5.3387,3.3554,0.03,0.688,0.3559,0.0015,0.0035,5.2392,0.0016,56.639,0.0005,0.003
375,13301661,0,958,2010-01-12 03:54:55,2010-11-27 06:49:17,42,3.5 - 10 µm,124.165,0.0,0.003,0.0947,1.6253,0.1968,0.0104,0.0044,0.0461,0.0014,0.0002,2.225,0.061,0.246,3418.12,269.3923,2.5498,0.4341,0.1722,9.4515,0.0253,0.024,0.173,0.0044,0.0156,0.0124,0.002,2.2743,10.0327,0.0024,0.005
376,1375869,339,1319,2010-01-12 01:55:07,2010-10-31 18:20:09,42,3.5 - 10 µm,8.181,0.2337,0.1214,0.1098,0.1015,0.00558,0.8667,0.0009,0.0152,0.0022,0.0005,1.044,0.005,0.054,48.69,0.0566,0.2257,0.5974,0.0566,5.1854,0.0517,0.151,1.266,0.0035,0.0029,0.0029,0.0043,1.4066,1.9108,0.0008,0.003
377,8211782,6,1543,2010-01-21 07:35:12,2012-01-06 20:39:50,42,3.5 - 10 µm,21.887,0.0012,0.0056,0.0039,0.0314,0.75903,0.003,0.3096,0.0497,0.0006,0.0001,2.397,0.004,0.114,1013.75,13.1384,23.0808,5.5733,0.006,0.1294,0.01,0.024,0.731,0.0287,0.0059,0.0239,0.0006,23.6799,19.1369,0.0157,0.003
378,10693577,286,1280,2012-02-17 11:23:15,2012-02-17 12:23:15,42,1.2 - 3.5 µm,18.701,3.8697,0.0217,0.0003,0.0002,0.02024,0.5792,0.4209,0.4711,0.0005,0.0001,0.764,0.009,0.087,8.4,0.2335,0.5556,5.6211,0.9422,8.3077,0.0269,0.038,1.596,0.1575,0.1385,0.0155,0.0155,0.0864,8.0387,0.0011,0.003
379,3496960,26,974,2011-09-14 07:43:02,2011-09-14 08:43:02,42,3.5 - 10 µm,5.929,0.4124,0.0021,0.0008,0.5409,0.0027,2.5657,0.8962,0.1427,0.0004,0.0001,0.192,0.029,0.219,13696.05,29.8088,4.295,0.0395,0.0197,2.6517,0.01,0.034,1.153,0.0088,0.0017,0.0002,0.0189,0.7462,19.1446,0.0035,0.009
380,3391550,176,933,2011-02-18 16:12:44,2011-02-18 17:12:44,42,0.42 - 1.2 µm,12.856,0.0,0.0106,0.0235,0.0108,0.02591,0.1183,0.0128,0.1062,0.0014,0.0003,0.864,0.004,0.265,0.3,0.2251,0.1573,0.34,0.006,32.7697,0.2251,0.053,0.748,0.0269,0.0015,0.0014,0.0524,0.0011,0.0024,0.0286,1.326
381,10336954,134,1529,2010-01-14 16:47:25,2010-01-14 17:47:25,42,0.05 - 0.14 µm,0.315,1.7186,0.0477,0.0003,0.01,0.09621,1.3887,1.6606,0.2663,0.001,0.0051,0.209,0.005,0.389,2766.73,18.1988,0.3881,1.082,8.976,3.2607,0.0111,0.167,0.945,0.0129,0.0089,0.0016,0.0029,0.0066,0.0024,0.0019,0.003
382,8257615,448,1300,2010-02-19 19:26:34,2010-12-07 06:27:12,42,0.05 - 0.14 µm,5.863,4.555,0.0172,0.0007,0.0074,0.03061,0.0895,0.002,0.2718,0.0038,0.0105,0.185,0.001,0.247,435.43,0.1191,1.3891,2.0479,0.4436,0.964,0.01,0.024,0.509,0.0311,0.0015,0.0211,0.5459,0.0019,1.7168,0.3909,0.004
