No,Date/Time,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3],Duration,Date/time end
3612740,2012-02-20 11:58:00,42,0.42 - 1.2 µm,12.506,0.0,0.0,0.0001,0.0181,0.00125,1.1821,0.1498,0.4054,0.0305,0.0,0.15,0.0,0.051,57.15,5.763,0.0,11.1726,0.0048,189.8973,0.2501,0.283,0.165,0.0,0.0666,0.0328,1.6889,0.4305,0.1164,0.0,0.0,7852.0,2012-02-20 14:08:52
2519054,2010-01-28 20:54:08,42,0.14 - 0.42 µm,26.132,2.586,0.0408,0.0042,0.0128,1.19486,4.9533,0.1532,0.4224,0.0009,0.0023,1.887,0.199,0.599,1728.49,0.0,0.4038,2.5721,0.0048,0.0,0.0807,0.188,0.953,0.0,1.2492,0.1848,52.2703,0.3112,0.0,2.9184,0.0,83317.0,2010-01-29 20:02:45
14639624,2012-02-20 11:58:00,42,0.42 - 1.2 µm,11.879,1.1437,0.0,0.0282,0.0585,0.2569,0.0028,0.0858,0.4605,0.0007,0.0,0.06,0.0,0.394,220.44,17.438,0.0,0.3804,0.0048,0.0,0.0072,0.112,1.402,0.0,0.0523,0.0389,10.8343,0.8179,0.0,1.0038,0.0,84784.0,2012-02-21 11:31:04
7099602,2010-04-02 09:20:26,42,0.42 - 1.2 µm,7.412,0.2275,0.0056,0.0148,0.0111,0.00125,0.0028,0.2969,1.1556,0.0011,0.0,0.053,0.0,0.174,109.32,357.1749,0.0,2.2009,0.0048,1.0201,0.3838,0.208,0.244,0.0843,0.0773,0.0596,3.4809,3.5136,0.0,2.8075,0.0,73795.0,2010-04-03 05:50:21
10650195,2012-01-29 04:59:39,42,0.14 - 0.42 µm,0.009,0.098,0.0113,0.0032,0.0,0.0297,0.0028,0.101,0.8236,0.0007,0.0,1.684,0.189,0.406,0.0,1.2922,0.0,3.7276,12.732,150.6533,0.7594,0.314,0.969,0.0,3.461,0.0318,1.8512,0.4134,0.0433,0.963,0.576,100358.0,2012-01-30 08:52:17
7992911,2010-01-11 16:30:00,42,0.42 - 1.2 µm,3.144,0.2098,0.004,0.0025,0.168,0.0179,0.5429,0.4067,0.5254,0.0512,0.0,0.045,0.109,0.471,0.0,5.1135,0.0,0.3364,0.0048,0.0,0.1799,0.306,2.386,0.3571,0.0417,0.0448,15.851,0.4463,0.0,0.517,0.0,96365.0,2010-01-12 19:16:05
13250419,2010-05-27 00:33:17,42,1.2 - 3.5 µm,3.889,0.4005,0.0033,0.0001,0.0056,0.45756,7.2027,0.1746,0.1819,0.0049,0.0002,0.44,0.027,0.262,172.8,17.2104,0.3153,0.6325,0.0048,244.7587,0.0072,0.362,2.719,0.0441,0.0,0.0083,25.1511,0.5062,0.0,1.3982,0.0,99423.0,2010-05-28 04:10:20
4228141,2010-04-12 00:23:38,42,0.42 - 1.2 µm,6.909,1.1019,0.0083,0.0143,0.0314,0.00125,0.0228,0.3104,0.9748,0.0,0.0,0.129,0.033,0.274,0.0,1.6761,0.4167,0.0,1.2734,0.0,0.0072,0.255,0.894,0.0,0.0132,0.0117,19.117,0.7375,0.0,0.0,0.0,92279.0,2010-04-13 02:01:37
11001334,2010-05-01 15:01:52,42,0.05 - 0.14 µm,0.009,0.4799,0.0068,0.0426,0.2716,0.11628,0.0817,0.0031,0.2187,0.0,0.0,0.399,0.09,0.082,188.19,16.9458,0.0,0.434,0.1895,98.0277,0.2106,0.211,0.93,0.0,0.0391,0.0,2.9802,0.593,0.0,11.2704,0.0,93631.0,2010-05-02 17:02:23
12283300,2011-01-27 16:13:46,42,0.42 - 1.2 µm,5.62,0.0,0.0024,0.0112,0.0,0.36612,1.9876,0.0006,0.5849,0.0033,0.0,0.0,0.029,0.528,701.55,137.8774,0.0,0.3883,0.0048,0.0,0.0072,0.229,0.325,0.0,0.1424,0.0,4.3527,2.7313,0.0,0.0,0.0,79851.0,2011-01-28 14:24:37
7188688,2010-03-16 16:25:48,42,0.14 - 0.42 µm,0.009,0.0,0.0107,0.0228,0.0313,0.5123,0.0028,0.0561,0.8296,0.0398,0.0008,0.196,0.033,0.641,98.53,12.9537,0.5142,0.1461,0.0048,221.977,0.0215,0.423,0.653,0.0,0.0501,0.0268,112.209,0.1727,0.0,0.7114,0.0,83965.0,2010-03-17 15:45:13
9192838,2011-02-27 16:14:26,42,0.05 - 0.14 µm,9.851,0.0,0.0345,0.0206,0.0423,0.184,4.1504,0.0109,0.1672,0.0198,0.0,0.143,0.009,0.188,0.0,71.228,0.4853,0.7506,0.0048,37.3885,0.0072,0.022,0.0,0.225,0.0055,0.026,34.3378,44.191,0.0,7.8907,0.0,19229.0,2011-02-27 21:34:55
762446,2012-02-20 11:58:00,42,0.14 - 0.42 µm,64.823,0.1531,0.012,0.0368,0.0,0.80124,0.7343,0.6022,1.9157,0.0053,0.0,0.693,0.022,0.197,0.0,17.7506,0.2164,0.0008,0.0048,334.6089,0.2439,0.48,0.762,0.0259,0.0054,0.0,1.3726,0.1783,0.6562,1.0756,0.008,93976.0,2012-02-21 14:04:16
3316930,2012-01-15 16:40:20,42,0.05 - 0.14 µm,32.294,0.9919,0.0074,0.0703,0.1694,0.00125,0.0028,0.0006,1.0298,0.0634,0.0002,0.013,0.029,0.111,40.97,11.4538,3.3194,0.109,0.0048,0.0,0.0489,0.153,1.265,0.0,0.0408,0.0145,16.0361,0.3024,0.0,5.3681,0.0,76684.0,2012-01-16 13:58:24
15168735,2010-02-27 17:50:29,42,0.42 - 1.2 µm,32.611,0.0773,0.0,0.0218,0.0311,0.22066,0.6034,0.2753,0.6315,0.0044,0.0008,0.0,0.136,0.433,25.57,0.0,0.6554,0.9854,1.442,0.0,0.146,0.283,1.149,0.179,0.0,0.0434,3.7025,0.6043,3.7814,2.0672,0.0,73277.0,2010-02-28 14:11:46
10414626,2011-02-20 06:41:42,42,0.42 - 1.2 µm,4.874,0.3189,0.0004,0.0726,0.0385,0.01573,13.065,0.0455,3.9788,0.011,0.0,0.559,0.045,0.197,34.65,9.6668,0.0,0.0,1.9427,215.4664,0.3564,0.213,0.679,0.0284,0.074,0.0328,20.9381,8.0556,0.8447,0.6662,0.0,89569.0,2011-02-21 07:34:31
15225189,2012-02-05 10:14:23,42,0.14 - 0.42 µm,9.93,0.0,0.0,0.1192,0.0204,0.37822,1.6718,0.2036,0.5755,0.1029,0.0,0.116,0.026,0.253,0.0,9.969,0.0,0.8134,0.0048,374.2685,0.058,0.01,0.346,0.0,0.0365,0.1756,24.0154,0.2103,0.0,6.644,0.129,79161.0,2012-02-06 08:13:44
6644233,2010-05-07 23:47:58,42,3.5 - 10 µm,12.93,0.2817,0.0,0.0001,0.0149,0.99443,0.0028,0.1947,1.1067,0.0013,0.0,0.0,0.132,1.559,0.0,1.6654,0.618,0.6539,0.0048,0.0,0.1751,0.237,0.737,0.0692,0.0177,0.0071,2.3703,4.2202,0.0,0.0075,0.0,74842.0,2010-05-08 20:35:20
38747,2012-01-26 07:38:12,42,0.05 - 0.14 µm,62.602,0.1945,0.076,0.1798,0.0,0.00125,0.5107,0.3476,0.0793,0.0023,0.0013,0.015,0.037,0.93,2766.64,11.1823,0.0,3.1682,1.9291,91.7526,0.0072,0.461,0.79,0.1017,0.0,0.0013,5.7765,0.1013,0.0,0.2549,0.0,68896.0,2012-01-27 02:46:28
15679882,2012-02-20 11:58:00,42,1.2 - 3.5 µm,8.589,1.5117,0.1118,0.0001,0.0,0.1445,0.118,0.0218,1.1414,0.0776,0.0,0.0,0.036,1.439,265.67,19.7617,0.2655,0.4193,0.0048,166.0373,0.0072,0.044,0.129,0.0,0.0437,0.0258,4.1376,0.0,99.1082,4.1739,0.0,79838.0,2012-02-21 10:08:38
16303996,2012-01-28 22:01:48,42,0.05 - 0.14 µm,3.745,0.0,0.0182,0.0266,0.0,0.22467,0.5314,0.1059,2.1859,0.0,0.0,0.111,0.008,0.013,59.04,5.9166,0.0,0.404,0.345,0.0,0.0072,0.195,2.922,0.0,0.0743,0.0476,1.6656,0.4177,0.0,0.7168,0.061,56836.0,2012-01-29 13:49:04
10851523,2010-01-28 23:13:07,42,0.05 - 0.14 µm,8.321,0.1162,0.137,0.0155,0.0266,0.12364,0.4929,0.0406,1.4214,0.0076,0.0,0.259,0.017,0.073,153.95,12.6072,0.0,0.6524,0.0048,0.0,0.219,0.14,0.637,0.0,0.0493,0.0,3.9028,0.1728,0.0,8.3926,0.0,96965.0,2010-01-30 02:09:12
13324373,2011-03-11 16:00:52,42,1.2 - 3.5 µm,16.781,0.0,0.0073,0.1254,0.0525,0.00125,0.2118,0.0801,0.722,0.0015,0.0008,0.093,0.032,0.102,255.16,113.3362,0.5478,0.8757,0.3477,277.5976,0.0986,0.596,0.0,0.0,0.0314,0.005,18.4084,0.1519,0.0,0.0,0.183,75048.0,2011-03-12 12:51:40
7605037,2011-01-30 20:49:14,42,0.14 - 0.42 µm,14.045,10.8951,0.0,0.0001,0.0,0.67737,0.8135,0.036,0.4301,0.0173,0.0,0.287,0.031,0.147,144.8,6.5228,0.2463,0.7454,0.0048,140.3378,0.0072,0.059,0.58,0.0,0.0,0.039,1.7088,0.0,2.2661,0.4358,0.424,60926.0,2011-01-31 13:44:40
15699457,2010-01-23 13:05:34,42,0.14 - 0.42 µm,91.16,2.9247,0.0,0.0159,0.0,0.12609,5.4087,0.0878,0.8625,0.0157,0.0,0.456,0.028,0.239,111.43,0.0,0.0,0.5278,23.0543,0.0,0.0244,0.075,2.047,0.7584,0.1053,0.0355,3.9159,3.0212,0.0,3.0329,0.0,0.0,2010-01-23 13:05:34
2842885,2010-03-19 14:26:00,42,0.42 - 1.2 µm,11.015,0.1927,0.001,0.2524,0.004,0.00125,0.0028,0.1283,0.7178,0.0,0.0,3.292,0.004,0.108,1531.78,11.7241,0.3976,2.5882,16.5257,0.0,0.3407,0.184,0.044,0.0,0.0,0.0,37.1368,0.7554,0.0,7.6432,0.0,93265.0,2010-03-20 16:20:25
232428,2011-02-07 11:17:52,42,0.05 - 0.14 µm,0.009,0.4991,0.0168,0.0001,0.0,1.50932,3.4305,0.0957,0.9834,0.0285,0.0,0.213,0.045,0.285,183.51,0.0,0.0,0.1384,0.0048,0.0,0.8438,0.235,1.732,0.0,0.0,0.0078,14.2233,0.2067,0.0,0.7082,7.913,95286.0,2011-02-08 13:45:58
4826026,2012-02-20 11:58:00,42,3.5 - 10 µm,101.0,0.0,0.0207,0.0736,0.0,0.01804,0.8734,0.0006,0.5846,0.0171,0.0,0.365,0.031,0.254,130.46,7.0176,0.0,0.701,0.0048,0.0,0.0179,0.213,1.959,0.4533,3.1068,0.0968,2.6547,0.1023,9.7961,4.1185,0.0,0.0,2012-02-20 11:58:00
5405276,2012-02-09 03:16:57,42,0.14 - 0.42 µm,8.598,0.2577,0.0,0.0001,0.0,0.0032,2.3919,0.0286,0.5851,0.0003,0.0009,0.966,0.021,0.251,252.94,57.0408,0.547,0.2286,0.0048,24.9989,0.0072,0.393,1.385,0.397,2.1188,0.0433,13.3337,5.1463,0.0,8.4823,0.0,97335.0,2012-02-10 06:19:12
8624775,2010-02-23 23:17:40,42,0.05 - 0.14 µm,0.009,0.6775,0.086,0.0013,0.0064,0.00491,2.9719,0.2075,0.0356,0.0031,0.0,0.0,0.024,0.22,74.48,0.0,0.0,7.062,0.0048,85.1062,1.3526,0.4,0.079,0.1011,0.0672,0.0,2.7373,34.1748,0.0,1.2208,0.0,85632.0,2010-02-24 23:04:52
10214954,2011-01-22 10:44:47,42,3.5 - 10 µm,13.835,0.1049,0.0,0.0648,0.0,1.03778,0.7039,0.0006,0.579,0.0,0.0,0.146,0.023,0.177,0.0,1.5975,0.0734,0.4829,34.7293,43.597,0.0072,0.274,0.922,27.2509,0.0,0.0,2.567,0.0,0.0,0.8942,0.0,89444.0,2011-01-23 11:35:31
12006397,2010-04-15 05:37:56,42,0.42 - 1.2 µm,0.709,0.2992,0.0121,0.0652,0.0154,0.00125,0.864,0.1936,1.5859,0.0065,0.0,0.417,0.118,2.076,0.0,17.8133,0.2046,0.004,0.5281,23.71,0.7783,0.298,4.783,0.3081,0.1297,0.0231,2.9594,0.2236,14.0834,10.213,0.488,88277.0,2010-04-16 06:09:13
9673222,2012-02-12 23:37:30,42,3.5 - 10 µm,69.792,2.4645,0.0,0.0107,0.034,0.04665,0.4598,0.0466,0.2315,0.0,0.0,2.335,0.029,0.198,1156.22,13.7521,0.0658,0.1246,0.0048,114.1972,0.7168,0.389,0.696,0.2796,0.0,0.0273,7.0912,0.4431,2.1212,0.0,0.0,93862.0,2012-02-14 01:41:52
3338732,2011-12-19 10:51:26,42,1.2 - 3.5 µm,0.009,0.2934,0.0,0.0203,0.0,0.44742,0.5044,0.0006,1.8181,0.0114,0.0,0.17,0.083,0.103,227.34,1493.37,0.5421,0.6474,1.7244,0.0,0.0072,0.01,0.402,0.1543,0.0281,0.1309,31.08,0.6753,0.0,1.4535,0.0,95399.0,2011-12-20 13:21:25
11268754,2010-02-27 11:42:46,42,0.05 - 0.14 µm,117.671,0.0,0.0,0.0893,0.057,0.00125,0.0028,0.0179,1.7413,0.0134,0.0148,0.117,0.357,0.184,22.45,19.3082,0.5818,0.0,0.0048,0.0,0.0072,0.42,0.231,0.2148,3.461,0.0,1.0518,0.0,0.0,0.6992,0.0,83973.0,2010-02-28 11:02:19
10253237,2012-02-18 21:34:11,42,0.05 - 0.14 µm,5.078,0.0,0.0044,0.011,0.0695,0.16815,0.6324,0.0527,3.9093,0.1084,0.0,0.0,0.055,0.253,1492.98,0.0,0.0746,0.3391,0.2756,172.0169,0.0072,0.246,0.829,0.0,0.0563,0.0278,36.0215,47.495,0.0,1.077,0.0,95988.0,2012-02-20 00:13:59
7836136,2012-02-13 11:30:40,42,0.05 - 0.14 µm,0.446,0.0236,0.0859,0.3014,0.0,0.34257,4.0042,0.0677,0.0,0.0004,0.0,0.055,0.524,1.744,68.26,139.032,0.0719,0.4384,0.0048,0.0,0.0072,0.01,2.66,0.0,0.0914,0.0333,1.5764,0.8169,0.0,27.3621,0.0,92500.0,2012-02-14 13:12:20
11619052,2011-12-13 08:25:44,42,3.5 - 10 µm,11.645,2.089,0.0108,0.0294,0.0839,0.7672,3.1476,0.0074,0.2598,0.0011,0.0,0.063,0.0,0.146,0.0,7.2691,0.0,0.4814,0.0048,0.0,0.2234,0.334,0.545,0.0,0.0476,0.0213,0.5471,0.0,0.0,0.0,0.0,81559.0,2011-12-14 07:05:03
12303763,2010-02-01 03:36:00,42,3.5 - 10 µm,10.037,1.2245,0.0138,0.0227,0.0242,1.80283,3.0419,0.0165,0.4522,0.0059,0.0,0.088,0.012,0.186,230.29,0.0,0.4264,0.7691,1.8772,0.0,0.5631,0.034,1.14,0.0,0.0,0.0142,29.5922,0.7209,0.0,0.0,0.0,97593.0,2010-02-02 06:42:33
16361480,2011-02-19 13:38:44,42,0.42 - 1.2 µm,4.438,0.3728,0.0,0.0648,0.0,0.00125,5.0031,0.093,4.3261,0.0422,0.0,0.0,0.034,0.0,0.0,7.2783,0.0,0.5293,0.0048,78.4267,0.7224,0.085,0.837,0.3638,0.0661,0.0,4.2198,0.2532,1.8912,0.0,0.0,94027.0,2011-02-20 15:45:51
14884377,2011-02-25 05:23:28,42,3.5 - 10 µm,10.33,0.0096,0.0343,0.0415,0.0,0.13425,5.9986,0.004,0.5052,0.0,0.0,0.131,0.025,0.155,87.07,21.2369,0.0,1.1707,0.0048,178.8079,0.0072,0.293,0.695,0.2827,0.7539,0.0,0.0,0.5551,0.0,0.8253,0.0,92030.0,2011-02-26 06:57:18
3887597,2011-01-06 23:03:22,42,1.2 - 3.5 µm,14.621,0.0,0.0,0.0238,0.0434,0.06884,3.6974,0.1462,0.8472,0.002,0.0,0.0,0.1,0.033,0.0,21.4114,0.0,9.0183,1.2618,0.0,0.4265,0.418,0.084,16.0007,0.0,0.0129,3.6677,0.3789,0.0,0.0,0.0,25596.0,2011-01-07 06:09:58
12726549,2010-04-06 01:06:56,42,0.05 - 0.14 µm,0.009,0.3872,0.0025,0.0059,0.0248,0.00578,0.0028,0.0287,0.5704,0.0042,0.0,0.06,0.102,0.2,132.15,9.7978,0.1001,0.564,78.7333,0.0,0.8535,0.047,2.813,0.0,0.0119,0.0377,2.0016,0.2539,2.5642,0.7273,0.0,0.0,2010-04-06 01:06:56
3769575,2012-02-20 11:58:00,42,0.05 - 0.14 µm,0.903,0.2727,0.0195,0.0018,0.0,1.03484,4.8518,0.0062,0.0912,0.0005,0.0,0.19,0.003,0.055,0.0,85.6921,0.0,0.3079,0.0048,0.0,0.2962,0.147,0.165,0.0,0.0,0.0087,2.3632,0.1023,0.0,0.9607,0.0,79386.0,2012-02-21 10:01:06
5392607,2010-02-20 22:13:59,42,3.5 - 10 µm,11.967,0.0,0.0,0.0001,1.3948,0.17267,0.3532,0.092,0.8446,0.0564,0.0082,0.311,0.0,0.256,2408.56,0.0,0.5781,0.5699,0.0048,80.5241,0.321,0.175,0.715,0.0,0.3122,0.2454,0.3572,0.1668,0.0,0.6758,0.0,3505.0,2010-02-20 23:12:24
14382396,2011-02-18 13:14:35,42,0.42 - 1.2 µm,30.486,0.1876,0.0,0.015,0.0,0.00125,11.6673,0.0352,0.5524,0.0,0.0,0.195,0.033,0.151,2957.37,0.0,0.0,0.4967,5.4517,82.7617,0.0072,0.095,0.437,6.3712,0.0094,0.0052,1.0838,0.6347,0.0028,8.512,0.0,71639.0,2011-02-19 09:08:34
898233,2010-04-30 17:19:23,42,0.05 - 0.14 µm,5.594,0.4382,0.011,0.187,0.0,1.09759,2.4098,0.0207,0.1444,0.0,0.0,0.0,0.0,0.153,11.46,0.0,0.0,5.5027,0.0048,54.1581,0.0072,0.961,0.0,0.0,0.0572,0.0,2.1557,0.7848,0.2884,0.7815,0.0,82807.0,2010-05-01 16:19:30
566810,2011-02-16 15:18:00,42,1.2 - 3.5 µm,2.982,0.0,0.0,0.0071,0.0,0.00125,10.5316,0.0154,0.4148,0.0084,0.0,0.053,0.027,0.593,2535.58,0.0,0.0,0.3132,0.0048,0.0,0.0072,0.027,0.35,0.1784,0.0,0.1414,1.8828,0.7653,0.0,6.8729,0.0,94791.0,2011-02-17 17:37:51
14890420,2010-01-14 13:48:12,42,0.42 - 1.2 µm,12.424,0.0,0.0,0.0326,0.0434,0.04233,1.0684,0.0006,0.0,0.0,0.0041,0.0,0.184,0.012,176.22,426.4534,0.312,0.6154,0.0048,0.0,0.0072,0.183,0.024,1.0438,0.1354,0.0175,3.3631,0.2624,0.0,0.2087,0.0,87706.0,2010-01-15 14:09:58
8599999,2012-02-14 03:14:06,42,0.05 - 0.14 µm,8.336,7.8842,0.0439,0.0162,0.5129,0.80013,2.247,0.631,0.9109,0.0067,0.0,0.0,0.322,0.214,231.23,151.3864,0.0,0.24,0.0048,0.0,0.0072,0.311,1.987,0.0326,0.0041,0.03,2.458,0.3466,0.0,0.0,0.0,70356.0,2012-02-14 22:46:42
10503935,2011-12-18 02:38:12,42,0.14 - 0.42 µm,31.59,0.2494,0.0066,0.0145,0.0,0.00529,7.6356,0.6173,0.373,0.0031,0.0003,0.259,0.091,0.334,0.0,17.8853,0.0,0.744,0.1454,76.9812,0.0555,0.01,2.204,0.308,0.0,0.0661,2.5423,0.0496,0.0,5.9156,0.0,261180.0,2011-12-21 03:11:12
4710964,2011-03-07 21:54:18,42,0.42 - 1.2 µm,3.098,0.1244,0.0,0.0164,0.0,0.00125,0.9676,0.0006,0.6516,0.0156,0.0,1.064,0.064,1.468,31.66,21.5346,0.0873,0.6225,0.0048,0.0,0.748,0.022,2.373,0.0,0.0,0.0,2.1516,0.0376,0.3426,0.0,0.0,82445.0,2011-03-08 20:48:23
13791467,2010-01-12 07:02:50,42,0.42 - 1.2 µm,43.367,1.3654,0.0176,0.1125,0.0199,0.34727,3.1186,0.2283,1.1362,0.0,0.0,0.002,0.006,0.503,799.0,12.5525,0.0,0.9064,1.5586,82.5998,0.1,0.282,1.768,0.1351,1.5249,0.0243,0.0,0.4824,0.0,0.0,0.0,88235.0,2010-01-13 07:33:25
12879706,2010-05-13 19:53:14,42,0.14 - 0.42 µm,33.382,2.6204,0.0103,0.0297,0.9924,0.37948,2.7404,0.4794,1.0854,0.0,0.0004,0.039,0.033,0.173,82.44,10.8619,0.0144,1.2361,0.0048,0.0,0.0232,0.01,1.032,0.0,0.0,0.0257,3.4241,0.0109,0.0,0.2731,0.0,84492.0,2010-05-14 19:21:26
13590381,2010-01-19 14:33:20,42,0.14 - 0.42 µm,5.732,0.162,0.0,0.0001,0.0,1.44159,3.118,0.0006,2.1832,0.0,0.0016,0.0,0.013,0.288,23.6,15.2998,0.0,2.8857,1.3867,32.7767,0.0072,0.089,2.077,0.5356,0.6094,0.0,3.0566,0.4952,0.0,0.0,0.0,104514.0,2010-01-20 19:35:14
16612007,2011-04-07 09:06:04,42,0.05 - 0.14 µm,41.637,0.0934,0.0,0.0001,0.0398,0.24117,6.7899,0.105,0.2714,0.0699,0.0002,0.141,0.075,0.229,2303.5,13.4342,0.3505,4.0905,3.924,0.0,0.0072,0.213,0.501,0.4385,0.1354,0.026,1.2839,0.3185,8.238,0.6204,0.0,66181.0,2011-04-08 03:29:05
5075111,2011-11-10 20:48:07,42,0.05 - 0.14 µm,4.698,0.0608,0.0345,0.0933,0.0759,1.46403,1.5616,0.0325,0.3381,0.0168,0.0,0.0,0.0,0.191,3011.76,1.763,0.0,0.0,0.0048,18.4634,0.2261,0.068,0.822,0.1099,0.0249,0.0371,7.8773,0.1205,0.0,0.0,0.0,82238.0,2011-11-11 19:38:45
3854580,2010-02-09 00:31:51,42,0.14 - 0.42 µm,1.9,0.0,0.0,0.1086,0.0,0.02948,6.0219,0.0006,0.4474,0.0274,0.0059,0.097,0.058,0.291,0.0,0.0,0.6939,0.3431,0.0048,32.4716,0.0072,0.052,0.158,0.3366,0.1786,0.0407,3.9494,0.6919,0.0,12.3915,0.118,27932.0,2010-02-09 08:17:23
6019076,2012-01-02 02:40:55,42,3.5 - 10 µm,6.754,0.5297,0.0,0.0815,0.001,0.06003,17.9888,0.1836,2.2057,0.0,0.0087,0.416,0.041,0.22,0.0,25.8786,0.7722,3.2019,0.0048,142.8678,0.0072,0.113,1.463,0.0,0.0024,0.0238,32.3647,0.3557,0.0,6.628,0.0,222303.0,2012-01-04 16:25:58
276992,2010-03-19 07:04:43,42,0.05 - 0.14 µm,69.538,1.9959,0.0,0.1068,0.3961,0.61137,0.1141,0.0006,1.2654,0.0061,0.0,0.01,0.041,0.257,0.0,4.5598,0.7158,0.9555,0.0323,16.7422,0.0625,0.221,0.557,0.053,0.0163,0.0,175.998,0.0,0.6324,0.0,0.0,94138.0,2010-03-20 09:13:41
14553614,2010-02-16 07:37:54,42,3.5 - 10 µm,0.009,0.4428,0.0,0.0101,0.0116,0.63417,0.0028,0.0399,2.8004,0.0137,0.0001,0.0,0.005,2.498,1174.67,1.359,0.0,2.397,0.0048,80.459,0.0072,0.257,4.529,1.354,0.0409,0.0284,2.5744,0.0449,0.0,0.7677,0.0,103300.0,2010-02-17 12:19:34
11250804,2010-01-18 19:36:47,42,3.5 - 10 µm,80.287,0.0,0.0029,0.0304,1.0593,1.76286,4.7063,0.0677,0.4727,0.0,0.0012,0.024,0.254,0.153,0.0,19.3886,0.3156,1.0374,0.142,177.0606,0.0072,0.164,0.0,0.0,0.0,0.015,19.8889,0.0,0.0,0.2756,0.0,73389.0,2010-01-19 15:59:56
10766675,2012-01-05 23:23:45,42,3.5 - 10 µm,10.462,0.0,0.0049,0.0057,0.0,0.14601,14.817,0.7029,0.0,0.0069,0.0002,0.774,0.026,0.18,16.17,0.0,0.4332,0.2195,0.0048,1671.6117,0.0072,0.243,1.629,0.0,0.0577,0.0031,2.8841,0.0,0.8602,0.3949,0.0,0.0,2012-01-05 23:23:45
5682355,2012-01-13 09:59:37,42,0.42 - 1.2 µm,15.08,0.0,0.0,0.0001,0.0,0.00472,2.0295,0.0207,1.4509,0.0265,0.0002,0.374,0.336,0.195,543.79,0.0,0.4241,0.3655,0.0048,0.0,0.4274,0.135,0.771,0.2995,0.0144,0.0198,0.0,0.0,0.0,0.0,0.0,93410.0,2012-01-14 11:56:27
4414622,2010-11-24 22:22:06,42,0.05 - 0.14 µm,9.836,0.3816,0.0,0.0823,0.0049,0.09117,3.0175,0.0006,2.9943,0.0,0.004,0.016,0.021,0.008,0.0,121.5104,0.5115,0.1383,0.0048,723.1673,0.3891,0.487,0.641,0.0,0.114,0.1789,12.3519,0.5099,0.0,3.0624,0.0,86630.0,2010-11-25 22:25:56
1268874,2010-02-27 10:58:27,42,0.14 - 0.42 µm,37.986,0.2069,0.0,0.0228,0.012,1.11335,0.0028,0.064,3.2777,0.0024,0.0015,0.93,0.061,0.283,98.82,0.0,0.502,0.1503,0.0048,104.8515,0.0072,0.174,0.119,0.0,0.1137,0.0077,1.0035,3.0476,6.6081,0.901,0.0,80171.0,2010-02-28 09:14:38
1818267,2010-03-09 11:47:16,42,0.05 - 0.14 µm,8.025,1.7947,0.0148,0.1298,0.4959,0.63097,0.3952,0.0226,0.55,0.0071,0.0,0.15,0.014,1.319,0.0,0.7099,2.1784,0.0,0.9054,2.0053,0.0072,0.01,0.252,0.0,0.0388,0.0113,4.0043,0.0,0.0,0.4969,0.0,0.0,2010-03-09 11:47:16
7451495,2010-01-27 16:02:10,42,3.5 - 10 µm,0.009,0.2599,0.0043,0.1273,0.0,0.05247,7.7365,0.0226,0.9018,0.0,0.0026,0.0,0.019,0.33,0.0,2.2444,0.0,0.1351,0.0048,53.9521,0.115,0.103,0.251,0.0,0.0418,0.0155,8.8821,0.5964,0.0,0.8955,0.0,100689.0,2010-01-28 20:00:19
3978513,2012-01-11 19:21:16,42,3.5 - 10 µm,1.729,0.2165,0.0054,0.0001,0.0473,0.38706,0.0028,0.0266,0.0,0.026,0.0,0.431,0.016,0.295,0.0,52.6573,0.0,0.0463,0.9137,2123.3186,0.5349,0.07,0.754,0.0,0.0,0.046,1.0272,0.218,1.3189,1.1901,0.0,230717.0,2012-01-14 11:26:33
14194620,2012-01-15 16:23:55,42,0.14 - 0.42 µm,11.988,0.6172,0.0207,0.0149,0.0,0.94916,2.5216,0.4613,0.8199,0.005,0.0,0.499,0.038,0.06,875.6,6.3027,0.0,0.4766,0.0048,239.4613,0.0072,0.404,4.706,0.0,0.0207,0.0215,8.234,0.5181,0.4156,7.9376,0.0,86486.0,2012-01-16 16:25:21
14411346,2010-04-02 04:32:10,42,0.14 - 0.42 µm,65.46,0.0,0.1406,0.3853,1.6404,0.00125,9.2777,0.0937,0.1112,0.0051,0.0001,0.081,0.0,0.3,0.0,0.0,0.2415,6.0367,0.0048,0.0,0.3098,0.165,0.844,0.2133,0.0,0.0154,0.4974,0.7779,1.0618,4.7728,0.0,92781.0,2010-04-03 06:18:31
